simplified	TH	example_TH
事故	อุบัติเหตุ	อุบัติเหตุครั้งนี้ไม่มีผู้บาดเจ็บหรือเสียชีวิต
事迹	เรื่องราวผลงาน	เรื่องราวผลงานวีรกรรมของเขาแพร่หลายอย่างกว้างขวาง
事件	เหตุการณ์	เหตุการณ์ครั้งนี้ดึงดูดความสนใจของสังคม
事态	สถานการณ์	รัฐบาลกำลังควบคุมพัฒนาการของสถานการณ์
事务	งานประจำ	เธอรับผิดชอบงานประจำของบริษัท
事项	เรื่องสำคัญ	กรุณายืนยันเรื่องสำคัญในสัญญา
事业	ภารกิจชีวิต	เขาถือการศึกษาเป็นภารกิจชีวิต
势必	ย่อม	ต้นทุนที่สูงขึ้นย่อมส่งผลต่อราคา
势力	อิทธิพล	อิทธิพลทางธุรกิจในท้องถิ่นแข็งแกร่งมาก
是非	เรื่องถูกผิด	เขาไม่อยากเข้าไปพัวพันกับเรื่องถูกผิดในสำนักงาน
示范	สาธิต	ครูสาธิตให้ดูก่อนหนึ่งครั้ง
示威	ชุมนุมประท้วง	ใจกลางเมืองเกิดการชุมนุมประท้วงอย่างสงบ
示意	ส่งสัญญาณ	ผู้จัดการส่งสัญญาณให้ทุกคนเงียบ
视力	สายตา	การมองหน้าจอนานๆ ส่งผลต่อสายตา
视频	วิดีโอ	กรุณาส่งวิดีโอให้ฉัน
视线	แนวสายตา	หมอกหนาบังแนวสายตาของคนขับ
视野	มุมมอง	การเดินทางช่วยเปิดมุมมองให้กว้างขึ้น
试图	พยายาม	เขาพยายามอธิบายการตัดสินใจของตนเอง
试验	การทดลอง	นักวิทยาศาสตร์ทำการทดลองหลายครั้ง
适宜	เหมาะสม	ภูมิอากาศที่นี่เหมาะสมต่อการอยู่อาศัย
逝世	ถึงแก่กรรม	นักเขียนท่านนี้ถึงแก่กรรมเมื่อปีที่แล้ว
释放	ปล่อยตัว	ศาลตัดสินใจปล่อยตัวจำเลย
收藏	สะสม	เขาสะสมแสตมป์เก่าจำนวนมาก
收缩	หดตัว	อากาศเย็นทำให้โลหะหดตัว
收益	ผลตอบแทน	ผลตอบแทนจากการลงทุนสูงกว่าที่คาดไว้
收音机	วิทยุ	คุณย่าฟังวิทยุทุกวัน
守护	ปกป้อง	แพทย์ปกป้องชีวิตของผู้ป่วย
手法	เทคนิค	เทคนิคการถ่ายทำของผู้กำกับเป็นเอกลักษณ์มาก
手势	ท่าทางมือ	เขาใช้ท่าทางมือแสดงความเห็นด้วย
手艺	ฝีมือ	ช่างท่านนี้มีฝีมือดีมาก
首饰	เครื่องประดับ	เธอสวมเครื่องประดับเงินเรียบง่าย
首要	สำคัญอันดับแรก	ความปลอดภัยเป็นภารกิจสำคัญอันดับแรก
