hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
4456:浏览器	浏览器	浏览器	veb-pregledač	Molim vas, otvorite ovu veb-stranicu u pregledaču.	brskalnik	Prosimo, odprite to spletno stran v brskalniku.	naršyklė	Prašome atidaryti šį tinklalapį naršyklėje.	pārlūkprogramma	Lūdzu, atveriet šo tīmekļa lapu pārlūkprogrammā.	brauser	Palun avage see veebileht brauseris.	vafri	Vinsamlegast opnaðu þessa vefsíðu í vafra.
4457:流量	流量	流量	saobraćaj; protok podataka	Ovaj sajt danas ima veoma veliki saobraćaj.	promet; podatkovni pretok	Ta spletna stran ima danes zelo velik promet.	srautas; duomenų srautas	Ši svetainė šiandien turi labai didelį srautą.	plūsma; datu plūsma	Šai vietnei šodien ir ļoti liela plūsma.	liiklus; andmevoog	Sellel veebisaidil on täna suur liiklus.	umferð; gagnaflæði	Þessi vefsíða er með mikla umferð í dag.
4458:流入	流入	流入	ulivati se; priticanje	Kišnica se ulila u podzemne cevi.	pritekati; steči v	Deževnica je stekla v podzemne cevi.	įtekėti; patekti	Lietaus vanduo įtekėjo į požeminius vamzdžius.	ieplūst	Lietus ūdens ieplūda pazemes caurulēs.	sisse voolama	Vihmavesi voolas maa-alustesse torudesse.	renna inn í	Regnvatnið rann inn í neðanjarðarrörin.
4460:楼道	楼道	楼道	hodnik; stepenište	Ne gomilajte nepotrebne stvari u hodniku.	hodnik; stopnišče	Na hodniku ne kopičite krame.	koridorius; laiptinė	Nekraukite nereikalingų daiktų koridoriuje.	kāpņu telpa; gaitenis	Nekraujiet mantas kāpņu telpā.	koridor; trepikoda	Ärge kuhjake koridori kola.	gangur; stigagangur	Ekki safna drasli á ganginum.
4461:露	露	露	pokazati; otkriti	Kada se nasmejao, pokazao je zube.	pokazati; razkriti	Ko se je nasmehnil, je pokazal zobe.	parodyti; atskleisti	Kai jis nusišypsojo, pasimatė dantys.	parādīt; atklāt	Kad viņš pasmaidīja, parādījās zobi.	näitama; paljastama	Kui ta naeratas, näitas ta hambaid.	sýna; afhjúpa	Þegar hann brosti, sáust tennurnar hans.
4462:漏洞	漏洞	漏洞	propust; ranjivost	Ovaj sistem ima bezbednosni propust.	vrzel; ranljivost	Ta sistem ima varnostno ranljivost.	spraga; pažeidžiamumas	Šioje sistemoje yra saugumo spraga.	nepilnība; ievainojamība	Šajā sistēmā ir drošības ievainojamība.	turvaauk; nõrkus	Selles süsteemis on turvaauk.	glufa; veikleiki	Í þessu kerfi er öryggisglufa.
4463:露1	露1	露	pojaviti se; pokazati se	Konačno se pojavio.	pojaviti se; pokazati se	Končno se je pojavil.	pasirodyti; atsiskleisti	Jis pagaliau pasirodė.	parādīties; atklāties	Viņš beidzot parādījās.	ilmuma; nähtavale tulema	Ta ilmus lõpuks välja.	birtast; koma í ljós	Hann birtist loksins.
4464:路程	路程	路程	udaljenost; put	Udaljenost odavde do škole nije velika.	razdalja; pot	Razdalja od tu do šole ni velika.	atstumas; kelionė	Atstumas nuo čia iki mokyklos nėra didelis.	attālums; ceļš	Attālums no šejienes līdz skolai nav liels.	vahemaa; teekond	Vahemaa siit koolini ei ole suur.	vegalengd; ferð	Vegalengdin héðan til skólans er ekki löng.
4465:路况	路况	路况	stanje na putu	Vozač je unapred proverio stanje na putu.	cestne razmere	Voznik je vnaprej preveril cestne razmere.	kelio sąlygos	Vairuotojas iš anksto patikrino kelio sąlygas.	ceļa apstākļi	Vadītājs iepriekš pārbaudīja ceļa apstākļus.	teeolud	Juht kontrollis teeolusid ette.	vegskilyrði	Ökumaðurinn athugaði vegskilyrðin fyrirfram.
4466:路面	路面	路面	površina puta	Posle kiše površina puta je veoma klizava.	cestišče	Po dežju je cestišče zelo spolzko.	kelio danga	Po lietaus kelio danga labai slidi.	ceļa segums	Pēc lietus ceļa segums ir ļoti slidens.	teekate	Pärast vihma on teekate väga libe.	vegflötur	Eftir rigninguna er vegflöturinn mjög háll.
4467:录像	录像	录像	video-snimak; snimanje	Ceo sastanak je snimljen video-zapisom.	videoposnetek; snemanje	Celoten sestanek je bil posnet.	vaizdo įrašas; filmavimas	Visas susitikimas buvo įrašytas vaizdo įrašu.	videoieraksts; filmēšana	Visas sanāksmes laikā tika veikts videoieraksts.	videosalvestis; salvestamine	Kogu koosolek salvestati videosse.	myndbandsupptaka	Allur fundurinn var tekinn upp á myndband.
4468:录用	录用	录用	zaposliti; primiti na posao	Kompanija je odlučila da ga zaposli.	zaposliti; sprejeti v službo	Podjetje se je odločilo, da ga zaposli.	priimti į darbą	Įmonė nusprendė jį priimti į darbą.	pieņemt darbā	Uzņēmums nolēma viņu pieņemt darbā.	tööle võtma	Ettevõte otsustas ta tööle võtta.	ráða í vinnu	Fyrirtækið ákvað að ráða hann.
4469:录制	录制	录制	snimati	Oni trenutno snimaju emisiju.	snemati	Trenutno snemajo oddajo.	įrašyti; filmuoti	Jie šiuo metu įrašinėja laidą.	ierakstīt; filmēt	Viņi pašlaik ieraksta raidījumu.	salvestama	Nad salvestavad praegu saadet.	taka upp	Þau eru að taka upp þátt.
4470:旅程	旅程	旅程	putovanje; put	Ovo putovanje mi je ostalo nezaboravno.	potovanje	To potovanje mi je ostalo nepozabno.	kelionė	Ši kelionė man buvo nepamirštama.	ceļojums	Šis ceļojums man palika neaizmirstams.	teekond; reis	See reis jäi mulle unustamatuks.	ferðalag	Þetta ferðalag var mér ógleymanlegt.
4471:旅途	旅途	旅途	putovanje; put	Tokom putovanja treba paziti na bezbednost.	pot; potovanje	Med potjo je treba paziti na varnost.	kelionė; kelionės kelias	Kelionėje reikia rūpintis saugumu.	ceļš; ceļojums	Ceļojuma laikā jāpievērš uzmanība drošībai.	reisiteekond; reis	Reisi ajal tuleb ohutusele tähelepanu pöörata.	ferð; ferðalag	Á ferðalaginu þarf að huga að öryggi.
4473:率	率	率	stopa; odnos	Stopa zaposlenosti u ovom kraju je veoma visoka.	stopnja; razmerje	Stopnja zaposlenosti na tem območju je zelo visoka.	rodiklis; santykis	Šiame regione užimtumo lygis labai aukštas.	rādītājs; attiecība	Nodarbinātības līmenis šajā reģionā ir ļoti augsts.	määr; suhe	Selle piirkonna tööhõive määr on väga kõrge.	hlutfall	Atvinnuhlutfallið á þessu svæði er mjög hátt.
4474:绿化	绿化	绿化	ozelenjavanje; zelenilo	Gradsko ozelenjavanje čini vazduh boljim.	ozelenitev; zelenje	Urbana ozelenitev izboljšuje zrak.	apželdinimas; žaluma	Miesto apželdinimas gerina orą.	apzaļumošana; zaļā zona	Pilsētas apzaļumošana uzlabo gaisu.	haljastus; rohelus	Linna haljastus muudab õhu paremaks.	græning; gróður	Borgargræning gerir loftið betra.
4475:轮	轮	轮	runda; krug; točak	U ovoj rundi takmičenja pokazao se veoma dobro.	krog; runda; kolo	V tem krogu tekmovanja se je zelo dobro odrezal.	raundas; eilė; ratas	Šiame varžybų raunde jis pasirodė labai gerai.	kārta; aplis; ritenis	Šajā sacensību kārtā viņš uzstājās ļoti labi.	voor; kord; ratas	Selles võistlusvoorus esines ta väga hästi.	umferð; röð; hjól	Hann stóð sig mjög vel í þessari umferð keppninnar.
4478:轮椅	轮椅	轮椅	invalidska kolica	Starac je ušao u lift u invalidskim kolicima.	invalidski voziček	Starejši moški je vstopil v dvigalo na invalidskem vozičku.	neįgaliojo vežimėlis	Senyvas vyras įvažiavo į liftą neįgaliojo vežimėliu.	ratiņkrēsls	Vecais vīrs iebrauca liftā ratiņkrēslā.	ratastool	Eakas mees sisenes lifti ratastoolis.	hjólastóll	Eldri maðurinn fór inn í lyftuna í hjólastól.
4479:轮子	轮子	轮子	točak	Točak na koferu se pokvario.	kolo	Kolo na kovčku se je pokvarilo.	ratas	Lagamino ratas sugedo.	ritenis	Kofera ritenis ir salūzis.	ratas	Kohvri ratas läks katki.	hjól	Hjólið á ferðatöskunni bilaði.
4481:落地	落地	落地	sleteti; dotaknuti tlo	Avion je bezbedno sleteo.	pristati; dotakniti se tal	Letalo je varno pristalo.	nusileisti; pasiekti žemę	Lėktuvas saugiai nusileido.	nolaisties; pieskarties zemei	Lidmašīna droši nolaidās.	maanduma; maha langema	Lennuk maandus ohutult.	lenda; snerta jörð	Flugvélin lenti örugglega.
4487:埋	埋	埋	zakopati	Dete je zakopalo školjku u pesak.	zakopati	Otroku je školjko zakopal v pesek.	užkasti	Vaikas užkasė kriauklę smėlyje.	apbērt; aprakt	Bērns apraka gliemežvāku smiltīs.	matma	Laps mattis karbi liiva sisse.	grafa	Barnið gróf skelina í sandinn.
4492:盲人	盲人	盲人	slepa osoba	Na ovoj raskrsnici postoji staza za slepe osobe.	slepa oseba	Na tem križišču je pot za slepe osebe.	aklasis; aklas žmogus	Šioje sankryžoje yra takas akliesiems.	neredzīgs cilvēks	Šajā krustojumā ir celiņš neredzīgajiem.	pime inimene	Sellel ristmikul on pimedatele mõeldud tee.	blindur einstaklingur	Á þessum gatnamótum er leið fyrir blinda.
4493:冒	冒	冒	izbijati; ispuštati	Iz lonca izbija vruća para.	uhajati; dvigovati se	Iz lonca se dviga vroča para.	kilti; sklisti	Iš puodo kyla karšti garai.	kūpēt; izdalīt	No katla ceļas karsts tvaiks.	tõusma; eralduma	Potist tõuseb kuuma auru.	stíga upp; gufa upp	Heit gufa stígur upp úr pottinum.
4496:煤	煤	煤	ugalj	Ova fabrika je ranije koristila ugalj za proizvodnju struje.	premog	Ta tovarna je v preteklosti za proizvodnjo elektrike uporabljala premog.	anglis	Ši gamykla anksčiau elektrai gaminti naudojo anglį.	ogles	Šī rūpnīca agrāk izmantoja ogles elektroenerģijas ražošanai.	kivisüsi	See tehas kasutas varem elektri tootmiseks kivisütt.	kol	Þessi verksmiðja notaði áður kol til að framleiða rafmagn.
4497:梅花	梅花	梅花	cvet šljive	Zimi cvetovi šljive cvetaju veoma lepo.	slivov cvet	Pozimi slivovi cvetovi zelo lepo cvetijo.	slyvos žiedas	Žiemą slyvų žiedai labai gražiai žydi.	plūmju zieds	Ziemā plūmju ziedi zied ļoti skaisti.	ploomiõis	Ploomiõied õitsevad talvel väga kaunilt.	plómublóm	Plómublómin blómstra fallega á veturna.
4502:密	密	密	gust; zbijen	Ova šuma je veoma gusta.	gost; tesen	Ta gozd je zelo gost.	tankus; artimas	Šis miškas labai tankus.	blīvs; ciešs	Šis mežs ir ļoti blīvs.	tihe; lähedane	See mets on väga tihe.	þéttur	Þessi skógur er mjög þéttur.
4505:密集	密集	密集	gust; intenzivan	Ovde je stanovništvo veoma gusto.	gost; zgoščen	Tukaj je prebivalstvo gosto.	tankus; intensyvus	Čia gyventojų tankumas didelis.	blīvs; intensīvs	Šeit iedzīvotāju blīvums ir liels.	tihe; intensiivne	Siin on rahvastik tihe.	þéttur; ákafur	Íbúafjöldinn hér er þéttur.
4506:棉	棉	棉	pamuk	Ova odeća je od pamuka.	bombaž	To oblačilo je iz bombaža.	medvilnė	Šis drabužis yra iš medvilnės.	kokvilna	Šis apģērbs ir no kokvilnas.	puuvill	See riideese on puuvillast.	bómull	Þessi flík er úr bómull.
4507:免	免	免	osloboditi; izuzeti	Deca mogu ući bez plaćanja karte.	oprostiti; izvzeti	Otroci lahko vstopijo brezplačno.	atleisti; netaikyti	Vaikai gali įeiti nemokamai.	atbrīvot; nepiemērot	Bērni var ieiet bez maksas.	vabastama; vältima	Lapsed saavad tasuta sisse.	undanþiggja; losna við	Börn mega fara inn án endurgjalds.
4509:免税	免税	免税	bez poreza; oslobođen poreza	Na aerodromu postoje prodavnice bez poreza.	brez davka; oproščen davka	Na letališču so brezcarinske trgovine.	neapmokestinamas; be mokesčių	Oro uoste yra neapmokestinamų parduotuvių.	beznodokļu	Lidostā ir beznodokļu veikali.	maksuvaba	Lennujaamas on maksuvabad poed.	tollfrjáls; skattfrjáls	Á flugvellinum eru tollfrjálsar verslanir.
4511:面部	面部	面部	lice; područje lica	Lekar je pregledao ranu na njegovom licu.	obraz; predel obraza	Zdravnik je pregledal rano na njegovem obrazu.	veidas; veido sritis	Gydytojas apžiūrėjo žaizdą jo veide.	seja; sejas zona	Ārsts pārbaudīja brūci viņa sejā.	nägu; näopiirkond	Arst vaatas üle haava tema näol.	andlit; andlitssvæði	Læknirinn skoðaði sárið í andliti hans.
4512:面粉	面粉	面粉	brašno	Treba mi jedna kesa brašna za hleb.	moka	Za kruh potrebujem vrečo moke.	miltai	Man reikia maišo miltų duonai kepti.	milti	Man vajag maisu miltu maizes cepšanai.	jahu	Mul on leiva tegemiseks vaja kotti jahu.	hveiti	Ég þarf poka af hveiti til að baka brauð.
4516:妙	妙	妙	sjajan; domišljat	Ovaj način je zaista sjajan.	odličen; bistroumen	Ta način je res odličen.	puikus; išradingas	Šis būdas tikrai puikus.	lielisks; asprātīgs	Šī metode ir patiešām lieliska.	suurepärane; nutikas	See meetod on tõesti nutikas.	sniðugur; frábær	Þessi aðferð er virkilega sniðug.
4517:灭	灭	灭	ugasiti; ugasnuti	Vetar je ugasio sveću.	ugasniti; ugasniti se	Veter je ugasnil svečo.	užgesinti; užgesti	Vėjas užpūtė žvakę.	nodzēst; nodzist	Vējš nopūta sveci.	kustutama; kustuma	Tuul puhus küünla ära.	slökkva; slokkna	Vindurinn slökkti á kertinu.
4518:民歌	民歌	民歌	narodna pesma	Ona ume da peva mnogo narodnih pesama.	ljudska pesem	Zna peti veliko ljudskih pesmi.	liaudies daina	Ji moka dainuoti daug liaudies dainų.	tautasdziesma	Viņa prot dziedāt daudzas tautasdziesmas.	rahvalaul	Ta oskab laulda palju rahvalaule.	þjóðlag	Hún kann að syngja mörg þjóðlög.
4520:民俗	民俗	民俗	narodni običaji	Ova izložba predstavlja lokalne narodne običaje.	ljudski običaji	Ta razstava predstavlja lokalne ljudske običaje.	liaudies papročiai	Ši paroda pristato vietos liaudies papročius.	tautas paražas	Šī izstāde iepazīstina ar vietējām tautas paražām.	rahvakombed	See näitus tutvustab kohalikke rahvakombeid.	þjóðhættir	Þessi sýning kynnir staðbundna þjóðhætti.
4521:民宿	民宿	民宿	porodični pansion; privatni smeštaj	Vikendom smo odseli u planinskom privatnom smeštaju.	turistična kmetija; zasebno gostišče	Ob koncu tedna smo bivali v gorskem gostišču.	svečių namai; kaimo sodyba	Savaitgalį apsistojome kalnų svečių namuose.	viesu māja; privāta naktsmītne	Nedēļas nogalē mēs apmetāmies kalnu viesu mājā.	külalistemaja; kodumajutus	Nädalavahetusel ööbisime mägedes külalistemajas.	heimagisting; gistiheimili	Um helgina gistum við á fjallagistiheimili.
4522:民众	民众	民众	javnost; narod	Javnost veoma pažljivo prati novu politiku.	javnost; ljudje	Javnost se zelo zanima za novo politiko.	visuomenė; žmonės	Visuomenė labai domisi nauja politika.	sabiedrība; tauta	Sabiedrība ļoti interesējas par jauno politiku.	avalikkus; rahvas	Avalikkus tunneb uue poliitika vastu suurt huvi.	almenningur; fólkið	Almenningur hefur mikinn áhuga á nýju stefnunni.
4525:明亮	明亮	明亮	svetao	Učionica je veoma svetla.	svetel	Učilnica je zelo svetla.	šviesus	Klasė labai šviesi.	gaišs	Klase ir ļoti gaiša.	helge	Klassiruum on väga helge.	bjartur	Kennslustofan er mjög björt.
4527:名气	名气	名气	slava; ugled	Ovaj pisac ima veliki ugled.	sloves; ugled	Ta pisatelj je zelo znan.	šlovė; reputacija	Šis rašytojas labai garsus.	slavenība; reputācija	Šis rakstnieks ir ļoti slavens.	kuulsus; maine	See kirjanik on väga tuntud.	frægð; orðspor	Þessi rithöfundur er mjög þekktur.
4528:名胜	名胜	名胜	poznata znamenitost	U Pekingu ima mnogo poznatih znamenitosti.	znamenitost	V Pekingu je veliko znamenitosti.	garsi lankytina vieta	Pekine yra daug garsių lankytinų vietų.	ievērojama vieta	Pekinā ir daudz ievērojamu vietu.	vaatamisväärsus	Pekingis on palju kuulsaid vaatamisväärsusi.	frægur ferðamannastaður	Í Peking eru margir frægir ferðamannastaðir.
4532:模拟	模拟	模拟	simulirati; vežbati	Učenici su na času simulirali razgovor za posao.	simulirati; posnemati	Učenci so pri pouku simulirali razgovor za službo.	simuliuoti; imituoti	Mokiniai pamokoje imitavo darbo pokalbį.	simulēt; atdarināt	Skolēni stundā simulēja darba interviju.	simuleerima; jäljendama	Õpilased simuleerisid tunnis töövestlust.	herma eftir; líkja eftir	Nemendurnir líktu eftir atvinnuviðtali í kennslustundinni.
4533:模特儿	模特儿	模特儿	maneken; model	Model je u novoj odeći izašao na pistu.	maneken; model	Maneken je v novih oblačilih stopil na oder.	modelis; manekenas	Modelis su naujais drabužiais užlipo ant scenos.	modelis; manekens	Modelis jaunajās drēbēs izgāja uz skatuves.	modell	Modell astus lavale uutes riietes.	fyrirsæta	Fyrirsætan gekk upp á svið í nýjum fötum.
4538:母	母	母	ženski; majka	Ova ženka mačke je upravo omacila mačiće.	ženski; mati	Ta mačja samica je pravkar skotila mladiče.	patelė; motina	Ši katė ką tik atsivedė kačiukų.	mātīte; māte	Šī kaķene tikko ir dzemdējusi kaķēnus.	emane; ema	See emane kass poegis just.	kvenkyns; móðir	Þessi kvenkyns köttur hefur nýlega eignast kettlinga.
4540:木材	木材	木材	drvo; građa	Od ovog drveta može se praviti nameštaj.	les; lesni material	Iz tega lesa je mogoče izdelati pohištvo.	mediena	Šią medieną galima naudoti baldams gaminti.	koksne	No šīs koksnes var izgatavot mēbeles.	puit	Sellest puidust saab mööblit teha.	timbur; viður	Úr þessu timbri má búa til húsgögn.
4542:奶粉	奶粉	奶粉	mleko u prahu	Majka je detetu napravila mleko u prahu.	mleko v prahu	Mama je otroku pripravila mleko v prahu.	pieno milteliai	Mama paruošė vaikui pieno miltelių mišinį.	piena pulveris	Māte bērnam pagatavoja piena pulvera maisījumu.	piimapulber	Ema segas lapsele piimapulbrit.	þurrmjólk	Móðirin blandaði þurrmjólk fyrir barnið.
4543:难点	难点	难点	težak deo; problematična tačka	Gramatika je težak deo ove lekcije.	težavna točka	Slovnica je težavna točka te lekcije.	sunki vieta; sudėtingas punktas	Gramatika yra sunkioji šios pamokos vieta.	grūtā vieta; sarežģīts punkts	Gramatika ir šīs stundas grūtā vieta.	raske koht	Grammatika on selle tunni raske koht.	erfiður punktur	Málfræðin er erfiði punkturinn í þessari kennslustund.
4544:南极洲	南极洲	南极洲	Antarktik	Klima na Antarktiku je izuzetno hladna.	Antarktika	Podnebje na Antarktiki je izjemno hladno.	Antarktida	Antarktidos klimatas itin šaltas.	Antarktīda	Antarktīdas klimats ir ārkārtīgi auksts.	Antarktika	Antarktika kliima on äärmiselt külm.	Suðurskautslandið	Loftslagið á Suðurskautslandinu er afar kalt.
4545:南美洲	南美洲	南美洲	Južna Amerika	Južna Amerika ima bogate prirodne resurse.	Južna Amerika	Južna Amerika ima bogate naravne vire.	Pietų Amerika	Pietų Amerika turi gausių gamtos išteklių.	Dienvidamerika	Dienvidamerikai ir bagāti dabas resursi.	Lõuna-Ameerika	Lõuna-Ameerikas on rikkalikud loodusvarad.	Suður-Ameríka	Suður-Ameríka hefur auðugar náttúruauðlindir.
