simplified	TE	example_TE
师范	ఉపాధ్యాయ శిక్షణకు సంబంధించిన	ఆమె ఉపాధ్యాయ శిక్షణ విశ్వవిద్యాలయం నుండి పట్టభద్రురాలైంది.
施加	ప్రయోగించడం; మోపడం	తల్లిదండ్రులు అధిక ఒత్తిడి మోపకూడదు.
施展	సంపూర్ణంగా వినియోగించడం	అతనికి చివరకు తన ప్రతిభను వినియోగించే అవకాశం వచ్చింది.
十足	పూర్తిగా; సమృద్ధిగా	ఫలితం గురించి అతనికి పూర్తిగా నమ్మకం ఉంది.
实惠	ధరలో లాభదాయకమైన; ప్రయోజనకరమైన	ఈ దుకాణంలో ధరలు చాలా లాభదాయకంగా ఉన్నాయి.
实力	సామర్థ్యం; బలం	జట్టు మొత్తం సామర్థ్యం చాలా బలంగా ఉంది.
实施	అమలు చేయడం	ప్రభుత్వం కొత్త ప్రణాళికను అమలు చేయడం ప్రారంభించింది.
实事求是	వాస్తవాల ఆధారంగా నిజం వెతకడం	పరిశోధనలో వాస్తవాల ఆధారంగా నిజం వెతకాలి.
实行	ఆచరణలో పెట్టడం; అమలు చేయడం	కంపెనీ సౌకర్యవంతమైన పని విధానాన్ని అమలు చేస్తోంది.
实质	సారం; మూల స్వరూపం	సమస్య యొక్క సారం మారలేదు.
拾	ఎత్తుకోవడం	అతడు వంగి నేలపై ఉన్న తాళాన్ని ఎత్తుకున్నాడు.
时常	తరచూ	తాత తన యవ్వన కాలం విషయాలను తరచూ చెబుతాడు.
时而	ఎప్పుడో ఒకసారి; కొన్నిసార్లు	వాతావరణం కొన్నిసార్లు ఎండగా, కొన్నిసార్లు మబ్బుగా ఉంటుంది.
时光	కాలం; సమయం	మంచి కాలం ఎప్పుడూ చిన్నగా అనిపిస్తుంది.
时机	సరైన సమయం; అవకాశం	ఇప్పుడు చర్చలకు సరైన సమయం కాదు.
时事	ప్రస్తుత వ్యవహారాలు	విద్యార్థులు ప్రతి వారం అంతర్జాతీయ ప్రస్తుత వ్యవహారాలను చర్చిస్తారు.
石油	పెట్రోలియం; చమురు	చమురు ధరలు మళ్లీ పెరిగాయి.
识别	గుర్తించడం; వేరు చేయడం	వ్యవస్థ వేర్వేరు ముఖాలను గుర్తించగలదు.
使命	మిషన్; బాధ్యత	పర్యావరణాన్ని రక్షించడం అందరి సామాన్య బాధ్యత.
世代	తరతరాలు	ఈ కళ కుటుంబంలో తరతరాలుగా కొనసాగుతోంది.
事故	ప్రమాదం	ఈ ప్రమాదంలో ప్రాణనష్టం జరగలేదు.
事迹	కార్యచరిత్ర; ఘనకార్యం	అతని వీరోచిత కార్యాలు విస్తృతంగా వ్యాపించాయి.
事件	సంఘటన	ఈ సంఘటన సమాజ దృష్టిని ఆకర్షించింది.
事态	పరిస్థితి పరిణామం	ప్రభుత్వం పరిస్థితి అభివృద్ధిని నియంత్రిస్తోంది.
事务	వ్యవహారాలు	ఆమె కంపెనీ రోజువారీ వ్యవహారాలకు బాధ్యత వహిస్తుంది.
事项	అంశం; విషయం	దయచేసి ఒప్పందంలోని ముఖ్య అంశాలను నిర్ధారించండి.
事业	జీవిత కార్యం; వృత్తి	అతడు విద్యను జీవితకాల కార్యంగా భావిస్తాడు.
势必	తప్పకుండా జరగడం	ఖర్చుల పెరుగుదల ధరలను తప్పకుండా ప్రభావితం చేస్తుంది.
