simplified	LO	example_LO
勤劳	ຂະຫຍັນ	ຄົນຂະຫຍັນມັກສ້າງໂອກາດໄດ້ສະເໝີ.
倾听	ຕັ້ງໃຈຟັງ	ຄູຕັ້ງໃຈຟັງຄວາມຄິດເຫັນຂອງນັກຮຽນ.
倾向	ມີແນວໂນ້ມ	ຜູ້ບໍລິໂພກໜຸ່ມສາວມີແນວໂນ້ມຊື້ເຄື່ອງອອນລາຍ.
倾斜	ເອຽງ	ຫຼັງຝົນຕົກແຮງ ກຳແພງເລີ່ມເອຽງ.
清澈	ໃສສະອາດ	ນ້ຳຫ້ວຍໃນພູໃສສະອາດຫຼາຍ.
清晨	ເຊົ້າຕູ່	ອາກາດຍາມເຊົ້າຕູ່ສົດຊື່ນເປັນພິເສດ.
清除	ກຳຈັດອອກ	ຄົນງານກຳຈັດຫິມະອອກຈາກຖະໜົນ.
清洁	ສະອາດ	ໂຮງໝໍຕ້ອງຮັກສາສິ່ງແວດລ້ອມໃຫ້ສະອາດ.
清理	ຈັດເກັບຊຳລະ	ທ້າຍອາທິດພວກເຮົາຈັດເກັບຊຳລະສາງເກັບຂອງ.
清晰	ຊັດເຈນ	ຮູບຖ່າຍນີ້ຊັດເຈນຫຼາຍ.
清醒	ຕື່ນຕົວສົດຊື່ນ	ຫຼັງຈາກດື່ມກາເຟ ລາວຕື່ນຕົວສົດຊື່ນຂຶ້ນຫຼາຍ.
清真	ຮາລານ	ໃກ້ໆນີ້ມີຮ້ານອາຫານຮາລານຮ້ານໜຶ່ງ.
情报	ຂ່າວກອງ	ນັກຂ່າວໄດ້ຮັບຂ່າວກອງສຳຄັນ.
情节	ເນື້ອເລື່ອງ	ເນື້ອເລື່ອງຂອງນິຍາຍຕຶງຄຽດຫຼາຍ.
情理	ເຫດຜົນແລະຄວາມເໝາະສົມ	ຄຳຮ້ອງຂໍຂອງລາວບໍ່ສອດຄ່ອງກັບເຫດຜົນແລະຄວາມເໝາະສົມ.
情形	ສະພາບການ	ສະພາບການໃນທີ່ເກີດເຫດຊັບຊ້ອນກວ່າທີ່ຄິດ.
晴朗	ແຈ່ມໃສ	ທ້ອງຟ້າມື້ນີ້ແຈ່ມໃສເປັນພິເສດ.
请柬	ບັດເຊີນ	ພວກເຂົາສົ່ງບັດເຊີນງານແຕ່ງໃຫ້ຍາດມິດ.
请教	ຂໍຄຳແນະນຳ	ຂ້ອຍຢາກຂໍຄຳແນະນຳຈາກທ່ານເລື່ອງໜຶ່ງ.
请示	ຂໍຄຳສັ່ງຊີ້ນຳ	ເລື່ອງນີ້ຕ້ອງຂໍຄຳສັ່ງຊີ້ນຳຈາກຜູ້ນຳກ່ອນ.
请帖	ບັດເຊີນ	ເທິງໂຕະມີບັດເຊີນວັນເກີດໃບໜຶ່ງ.
丘陵	ເນີນພູ	ພື້ນທີ່ນີ້ມີເນີນພູຫຼາຍ.
区分	ແຍກແຍະ	ເດັກນ້ອຍສາມາດແຍກແຍະຊ້າຍຂວາໄດ້ແລ້ວ.
区域	ເຂດພື້ນທີ່	ເຂດພື້ນທີ່ນີ້ຫ້າມຈອດລົດ.
屈服	ຍອມຈຳນົນ	ລາວບໍ່ຍອມຈຳນົນຕໍ່ແຮງກົດດັນ.
曲折	ຄົດເຄົ້າຍາກລຳບາກ	ພວກເຂົາຜ່ານການເຈລະຈາທີ່ຄົດເຄົ້າຍາກລຳບາກ.
驱逐	ຂັບໄລ່	ຕຳຫຼວດຂັບໄລ່ຄົນກໍ່ກວນອອກໄປ.
渠道	ຊ່ອງທາງ	ບໍລິສັດຂາຍສິນຄ້າຜ່ານຊ່ອງທາງໃໝ່.
取缔	ສັ່ງປິດຫ້າມ	ລັດຖະບານສັ່ງປິດຕະຫຼາດຜິດກົດໝາຍ.
曲子	ເພງບັນເລງ	ເພງບັນເລງນີ້ມີທຳນອງງາມຫຼາຍ.
趣味	ຄວາມສົນຸກສົນໃຈ	ເກມນີ້ມີຄວາມສົນຸກສົນໃຈຫຼາຍ.
圈套	ກັບດັກ	ລາວເກືອບຕົກເຂົ້າໄປໃນກັບດັກຂອງຄົນຫຼອກລວງ.
全局	ພາບລວມທັງໝົດ	ຜູ້ນຳຕ້ອງພິຈາລະນາຜົນປະໂຫຍດຂອງພາບລວມທັງໝົດ.
全力以赴	ທຸ່ມເທສຸດກຳລັງ	ພວກເຮົາຈະທຸ່ມເທສຸດກຳລັງເພື່ອເຮັດວຽກໃຫ້ສຳເລັດ.
拳头	ກຳປັ້ນ	ລາວກຳກຳປັ້ນແນ່ນເພື່ອກຽມແຂ່ງຂັນ.
权衡	ຊັ່ງນ້ຳໜັກພິຈາລະນາ	ພວກເຮົາຕ້ອງຊັ່ງນ້ຳໜັກພິຈາລະນາຕົ້ນທຶນແລະຜົນທີ່ໄດ້.
权威	ຜູ້ຊົງອຳນາດທາງວິຊາການ	ອາຈານຄົນນີ້ແມ່ນຜູ້ຊົງອຳນາດທາງວິຊາການໃນສາຂານີ້.
犬	ໝາ	ໝາພັນນີ້ເໝາະກັບການເຝົ້າບ້ານ.
缺口	ຮອຍແຕກຂາດ	ຢູ່ກຳແພງມີຮອຍແຕກຂາດນ້ອຍໆຮອຍໜຶ່ງ.
缺席	ຂາດປະຊຸມ	ລາວຂາດປະຊຸມເພາະເຈັບປ່ວຍ.
缺陷	ຂໍ້ບົກພ່ອງ	ການອອກແບບນີ້ມີຂໍ້ບົກພ່ອງຊັດເຈນ.
瘸	ຂາເປ່	ຂາຊ້າຍຂອງລາວເປ່ນ້ອຍໜຶ່ງ.
确保	ຮັບປະກັນໃຫ້ແນ່ໃຈ	ກະລຸນາຮັບປະກັນໃຫ້ແນ່ໃຈວ່າປະຕູລັອກແລ້ວ.
确立	ກຳນົດຕັ້ງຂຶ້ນ	ບໍລິສັດກຳນົດເປົ້າໝາຍພັດທະນາໃໝ່ຂຶ້ນ.
确切	ແນ່ນອນຊັດເຈນ	ຂ້ອຍບໍ່ຮູ້ເວລາທີ່ແນ່ນອນຊັດເຈນ.
确信	ເຊື່ອໝັ້ນແນ່ໃຈ	ຂ້ອຍເຊື່ອໝັ້ນແນ່ໃຈວ່າລາວຈະມາຮອດຕາມເວລາ.
群众	ມະຫາຊົນ	ມະຫາຊົນສະໜັບສະໜູນນະໂຍບາຍໃໝ່ຫຼາຍ.
染	ຍ້ອມ	ນາງຍ້ອມຜົມເປັນສີດຳ.
嚷	ຮ້ອງໂວຍວາຍ	ຢ່າຮ້ອງໂວຍວາຍສຽງດັງຢູ່ທາງເດີນ.
让步	ຍອມຖອຍໃຫ້	ທັງສອງຝ່າຍຕ່າງຍອມຖອຍໃຫ້ບາງຢ່າງ.
饶恕	ໃຫ້ອະໄພ	ນາງສຸດທ້າຍເລືອກໃຫ້ອະໄພອີກຝ່າຍ.
扰乱	ລົບກວນໃຫ້ວຸ່ນວາຍ	ສຽງດັງລົບກວນລະບຽບໃນຫ້ອງຮຽນ.
惹祸	ກໍ່ເລື່ອງ	ການເວົ້າຫຼິ້ນບໍ່ຮູ້ກາລະເທດະອາດກໍ່ເລື່ອງໄດ້ງ່າຍ.
热泪盈眶	ນ້ຳຕາຄ້າງເຕັມເບົ້າ	ເມື່ອໄດ້ຍິນຂ່າວດີ ນາງນ້ຳຕາຄ້າງເຕັມເບົ້າ.
热门	ເປັນທີ່ນິຍົມ	ປັນຍາປະດິດແມ່ນຫົວຂໍ້ທີ່ເປັນທີ່ນິຍົມ.
人道	ມະນຸດທຳ	ການກູ້ໄພສະແດງຈິດໃຈມະນຸດທຳ.
人格	ບຸກຄະລິກສິດສັກສີ	ການດູຖູກຄົນອື່ນຈະທຳລາຍສິດສັກສີຂອງບຸກຄົນ.
人工	ສ້າງໂດຍຄົນ	ແມ່ນ້ຳສາຍນີ້ຖືກຂຸດສ້າງໂດຍຄົນ.
人家	ຄົນອື່ນ	ຢ່າເອົາຕົນເອງໄປປຽບທຽບກັບຄົນອື່ນຢູ່ເລື້ອຍໆ.
人间	ໂລກມະນຸດ	ລະດູບານໃໝ່ເຮັດໃຫ້ໂລກມະນຸດເຕັມໄປດ້ວຍຊີວິດຊີວາ.
人士	ບຸກຄົນຈາກວົງການ	ບຸກຄົນຈາກຫຼາຍວົງການເຂົ້າຮ່ວມງານສົນທະນາ.
人为	ເກີດຈາກຄົນ	ອຸບັດເຫດຄັ້ງນີ້ເກີດຈາກເຫດຜົນຂອງຄົນ.
人性	ທຳມະຊາດມະນຸດ	ຮູບເງົາເລື່ອງນີ້ສົນທະນາເຖິງທຳມະຊາດມະນຸດ.
人质	ຕົວປະກັນ	ຕຳຫຼວດຊ່ວຍຕົວປະກັນໄດ້ສຳເລັດ.
仁慈	ເມດຕາ	ແພດຄົນນີ້ມີເມດຕາຕໍ່ຄົນເຈັບຫຼາຍ.
忍耐	ຄວາມອົດທົນ	ການຕໍ່ແຖວຍາວຕ້ອງມີຄວາມອົດທົນບາງຢ່າງ.
忍受	ທົນຮັບ	ຂ້ອຍບໍ່ອາດທົນຮັບສຽງດັງຢູ່ນີ້ໄດ້.
任命	ແຕ່ງຕັ້ງ	ຄະນະກຳມະການແຕ່ງຕັ້ງນາງເປັນຜູ້ຈັດການ.
任性	ເອົາແຕ່ໃຈ	ເດັກທີ່ເອົາແຕ່ໃຈເກີນໄປຈະກະທົບການເຕີບໃຫຍ່.
任意	ຕາມໃຈຊອບ	ກະລຸນາຢ່າແກ້ໄຂຂໍ້ມູນຕາມໃຈຊອບ.
任重道远	ພາລະໜັກແລະທາງໄກ	ການປະຕິຮູບການສຶກສາຍັງມີພາລະໜັກແລະທາງໄກ.
认定	ຕັດສິນຮັບຮູ້	ຕຳຫຼວດຕັດສິນຮັບຮູ້ວ່ານີ້ແມ່ນອຸບັດເຫດ.
认可	ຍອມຮັບ	ແຜນຂອງລາວໄດ້ຮັບການຍອມຮັບຈາກທຸກຄົນ.
仍旧	ຍັງຄົງ	ຫຼາຍປີຕໍ່ມາ ລາວຍັງຄົງອາໄສຢູ່ທີ່ນີ້.
日新月异	ປ່ຽນແປງໃໝ່ທຸກມື້	ເຕັກໂນໂລຊີພັດທະນາປ່ຽນແປງໃໝ່ທຸກມື້.
日益	ນັບມື້ນັບ	ບັນຫາສິ່ງແວດລ້ອມນັບມື້ນັບຮ້າຍແຮງ.
容貌	ຮູບໂສມໜ້າຕາ	ການເວລາປ່ຽນຮູບໂສມໜ້າຕາຂອງລາວ.
容纳	ບັນຈຸຮອງຮັບ	ຫ້ອງໂຖງນີ້ສາມາດບັນຈຸຮອງຮັບຄົນໄດ້ຫ້າຮ້ອຍຄົນ.
容器	ພາຊະນະ	ກະລຸນາເທນ້ຳເຂົ້າໃນພາຊະນະແກ້ວ.
容忍	ອົດທົນຍອມຮັບ	ບໍລິສັດບໍ່ອາດອົດທົນຍອມຮັບການສໍ້ໂກງໄດ້.
溶解	ລະລາຍ	ເກືອຈະລະລາຍໃນນ້ຳ.
荣幸	ເປັນກຽດ	ຂ້ອຍເປັນກຽດຫຼາຍທີ່ໄດ້ເຂົ້າຮ່ວມກອງປະຊຸມ.
荣誉	ກຽດຕິຍົດ	ຫຼຽນລາງວັນນີ້ແທນກຽດຕິຍົດສູງສຸດ.
融化	ລະລາຍ	ແສງຕາເວັນເຮັດໃຫ້ນ້ຳກ້ອນແລະຫິມະຄ່ອຍໆລະລາຍ.
融洽	ກົມກຽວ	ຄວາມສຳພັນລະຫວ່າງເພື່ອນຮ່ວມງານກົມກຽວຫຼາຍ.
揉	ນວດຄືນ	ແມ່ນວດບ່າຂອງຂ້ອຍເບົາໆ.
柔和	ອ່ອນນວນ	ແສງໄຟອ່ອນນວນ ບໍ່ແສບຕາ.
儒家	ລັດທິຂົງຈື້	ແນວຄິດລັດທິຂົງຈື້ມີອິດທິພົນຕໍ່ວັດທະນະທຳອາຊີຕາເວັນອອກ.
弱点	ຈຸດອ່ອນ	ຄວາມສະເພີ່າເປັນຈຸດອ່ອນຫຼັກຂອງລາວ.
若干	ຈຳນວນໜຶ່ງ	ກອງປະຊຸມໄດ້ສະເໜີຂໍ້ແນະນຳຈຳນວນໜຶ່ງ.
撒谎	ເວົ້າຕົວະ	ເດັກນ້ອຍບໍ່ຄວນເວົ້າຕົວະ.
散文	ບົດຄວາມຮ້ອຍແກ້ວ	ນາງມັກອ່ານບົດຄວາມຮ້ອຍແກ້ວສະໄໝໃໝ່.
散布	ແຜ່ກະຈາຍ	ມີຄົນແຜ່ກະຈາຍຂ່າວລືຢູ່ອອນລາຍ.
散发	ປ່ອຍອອກມາ	ໃນສວນດອກໄມ້ປ່ອຍກິ່ນຫອມອ່ອນອອກມາ.
丧失	ສູນເສຍ	ລາວບໍ່ໄດ້ສູນເສຍຄວາມໝັ້ນໃຈ.
骚扰	ລົບກວນກໍ່ກວນ	ກະລຸນາຢ່າລົບກວນກໍ່ກວນຜູ້ໂດຍສານຄົນອື່ນ.
嫂子	ເມຍອ້າຍ	ອາຫານທີ່ເມຍອ້າຍເຮັດອົບອຸ່ນແລະແຊບຫຼາຍ.
刹车	ເບຣກລົດ	ຄົນຂັບເບຣກລົດກະທັນຫັນ.
啥	ຫຍັງ	ເຈົ້າເວົ້າຫຍັງເມື່ອກີ້.
筛选	ຄັດກອງ	ລະບົບຈະຄັດກອງຊີວະປະຫວັດໂດຍອັດຕະໂນມັດ.
山脉	ທິວເຂົາ	ທິວເຂົາສາຍນີ້ຍາວຫຼາຍ.
闪烁	ກະພິບ	ແສງໄຟຢູ່ໄກໆກະພິບບໍ່ຢຸດ.
擅长	ຊຳນານ	ລາວຊຳນານການຈັດການບັນຫາຊັບຊ້ອນ.
擅自	ໂດຍພະລະການ	ພະນັກງານບໍ່ຄວນອອກຈາກຕຳແໜ່ງໂດຍພະລະການ.
伤脑筋	ເຮັດໃຫ້ປວດຫົວ	ບັນຫານີ້ເຮັດໃຫ້ປວດຫົວແທ້ໆ.
商标	ເຄື່ອງໝາຍການຄ້າ	ບໍລິສັດຈົດທະບຽນເຄື່ອງໝາຍການຄ້າໃໝ່.
上级	ຜູ້ບັງຄັບບັນຊາ	ລາວລາຍງານສະພາບການໃຫ້ຜູ້ບັງຄັບບັນຊາ.
上进	ມຸ່ງໜ້າພັດທະນາ	ນາງເປັນຄົນມຸ່ງໜ້າພັດທະນາຕົນເອງຕະຫຼອດ.
上任	ເຂົ້າຮັບຕຳແໜ່ງ	ຜູ້ຈັດການໃໝ່ຈະເຂົ້າຮັບຕຳແໜ່ງອາທິດໜ້າ.
上瘾	ຕິດ	ຄົນຫຼາຍຄົນຕິດວິດີໂອສັ້ນ.
上游	ຕົ້ນນ້ຳ	ມົນລະພິດມາຈາກຕົ້ນນ້ຳຂອງແມ່ນ້ຳ.
尚且	ແມ່ນແຕ່ຍັງ	ແມ່ນແຕ່ຜູ້ໃຫຍ່ຍັງຜິດພາດໄດ້.
捎	ຝາກນຳໄປ	ກະລຸນາຝາກຂໍ້ຄວາມນີ້ນຳໄປໃຫ້ຂ້ອຍ.
梢	ປາຍກິ່ງ	ນົກເກາະຢູ່ປາຍກິ່ງໄມ້.
哨	ຍາມເຝົ້າ	ຢູ່ໜ້າປະຕູມີທະຫານຍາມເຝົ້າຄົນໜຶ່ງ.
奢侈	ຟຸ່ມເຟືອຍ	ການໃຊ້ຈ່າຍແບບນີ້ຟຸ່ມເຟືອຍເກີນໄປ.
舌头	ລີ້ນ	ລາວຖືກລວກລີ້ນ.
摄氏度	ອົງສາເຊວຊຽສ	ອຸນຫະພູມມື້ນີ້ແມ່ນສາມສິບອົງສາເຊວຊຽສ.
涉及	ກ່ຽວຂ້ອງເຖິງ	ບົດລາຍງານກ່ຽວຂ້ອງເຖິງຫຼາຍພະແນກ.
社区	ຊຸມຊົນ	ຊຸມຊົນຈັດການບັນຍາຍເລື່ອງສຸຂະພາບ.
设立	ຕັ້ງຂຶ້ນ	ໂຮງຮຽນຕັ້ງທຶນການສຶກສາຂຶ້ນ.
设想	ແນວຄິດສົມມຸດ	ແນວຄິດສົມມຸດນີ້ຍັງຕ້ອງສົນທະນາຕໍ່.
设置	ຕັ້ງຄ່າ	ກະລຸນາຕັ້ງຄ່າລະຫັດຜ່ານໃໝ່.
呻吟	ຄາງເຈັບ	ຄົນເຈັບຄາງເຈັບສຽງຄ່ອຍ.
深奥	ເລິກຊຶ້ງເຂົ້າໃຈຍາກ	ເນື້ອຫາຂອງປຶ້ມນີ້ເລິກຊຶ້ງເຂົ້າໃຈຍາກ.
深沉	ທຸ້ມເລິກ	ສຽງຂອງລາວຕ່ຳແລະທຸ້ມເລິກ.
深情厚谊	ມິດຕະພາບເລິກຊຶ້ງ	ປະຊາຊົນສອງປະເທດສ້າງມິດຕະພາບເລິກຊຶ້ງຕໍ່ກັນ.
申报	ແຈ້ງລາຍງານ	ຜູ້ໂດຍສານຕ້ອງແຈ້ງລາຍງານສິ່ງຂອງຕາມຄວາມຈິງ.
绅士	ສຸພາບບຸລຸດ	ກິລິຍາຂອງລາວເໝືອນສຸພາບບຸລຸດ.
神经	ເສັ້ນປະສາດ	ຄວາມກົດດັນຈະກະທົບລະບົບເສັ້ນປະສາດ.
