hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
4492:盲人	盲人	盲人	osoba niewidoma	Na tym skrzyżowaniu jest ścieżka dla osób niewidomych.	blinde persoon	Er is een toegankelijke route voor blinden bij dit kruispunt.	blind person; synskadad	Det finns en ledstråk för blinda vid korsningen.	blind person; synshemmet	Det er en tilgjengelig sti for blinde ved dette krysset.	blind person; synshæmmet	Der er en tilgængelig sti for blinde ved dette kryds.	sokea henkilö; näkövammainen	Tässä risteyksessä on esteetön reitti sokeille.
4493:冒	冒	冒	wydobywać się; ryzykować	Z garnka unosi się para.	uitstoten; riskeren	Er stijgt stoom op uit de pan.	stiga upp; riskera	Ånga stiger upp ur kastrullen.	stige opp; risikere	Det stiger damp opp fra gryten.	stige op; risikere	Der stiger damp op fra gryden.	nousta; ottaa riski	Kattilasta nousee höyryä.
4496:煤	煤	煤	węgiel	Ta fabryka dawniej używała węgla do produkcji prądu.	kolen	Deze fabriek gebruikte vroeger kolen om elektriciteit op te wekken.	kol	Fabriken använde tidigare kol för att producera el.	kull	Denne fabrikken brukte tidligere kull til å produsere strøm.	kul	Denne fabrik brugte tidligere kul til at producere strøm.	hiili	Tämä tehdas käytti aiemmin hiiltä sähkön tuottamiseen.
4497:梅花	梅花	梅花	kwiat śliwy; śliwa ozdobna	Zimą kwiaty śliwy kwitną pięknie.	pruimenbloesem	Pruimenbloesems bloeien prachtig in de winter.	plommonblomma	Plommonblommorna blommar vackert på vintern.	plommeblomst	Plommeblomstene blomstrer vakkert om vinteren.	blommeblomst	Blommeblomsterne blomstrer smukt om vinteren.	luumunkukka	Luumunkukat kukkivat kauniisti talvella.
4502:密	密	密	gęsty; bliski	Ten las jest bardzo gęsty.	dicht; nauw	Dit bos is erg dicht.	tät; nära	Den här skogen är mycket tät.	tett; nær	Denne skogen er veldig tett.	tæt; nær	Denne skov er meget tæt.	tiheä; läheinen	Tämä metsä on hyvin tiheä.
4505:密集	密集	密集	gęsty; intensywny	Tu jest gęste zaludnienie.	dicht; intensief	De bevolking is hier dicht.	tät; intensiv	Befolkningen här är tät.	tett; intensiv	Befolkningen her er tett.	tæt; intensiv	Befolkningen her er tæt.	tiheä; intensiivinen	Täällä väestö on tiheää.
4506:棉	棉	棉	bawełna	To ubranie jest z bawełny.	katoen	Dit kledingstuk is van katoen.	bomull	Det här plagget är av bomull.	bomull	Dette plagget er laget av bomull.	bomuld	Dette stykke tøj er lavet af bomuld.	puuvilla	Tämä vaate on puuvillaa.
4507:免	免	免	zwolnić; uniknąć	Dzieci mogą wejść bez biletu.	vrijstellen; vermijden	Kinderen mogen gratis naar binnen.	befria från; undvika	Barn kan gå in utan biljett.	frita; unngå	Barn kan komme inn gratis.	fritage; undgå	Børn kan komme gratis ind.	vapauttaa; välttää	Lapset pääsevät sisään ilmaiseksi.
4509:免税	免税	免税	bezcłowy; zwolniony z podatku	Na lotnisku są sklepy bezcłowe.	belastingvrij; taxfree	Op de luchthaven zijn belastingvrije winkels.	skattefri; taxfree	Det finns taxfreebutiker på flygplatsen.	tollfri; avgiftsfri	Det finnes taxfreebutikker på flyplassen.	skattefri; toldfri	Der er taxfreebutikker i lufthavnen.	veroton; tax-free	Lentokentällä on verovapaita kauppoja.
4511:面部	面部	面部	twarz; okolica twarzy	Lekarz zbadał ranę na jego twarzy.	gezicht; gezichtsgebied	De dokter onderzocht de wond in zijn gezicht.	ansikte; ansiktsområde	Läkaren undersökte hans ansiktssår.	ansikt; ansiktsområde	Legen undersøkte såret i ansiktet hans.	ansigt; ansigtsområde	Lægen undersøgte hans ansigtssår.	kasvot; kasvojen alue	Lääkäri tutki hänen kasvovammansa.
4512:面粉	面粉	面粉	mąka	Potrzebuję worka mąki do zrobienia chleba.	meel; bloem	Ik heb een zak meel nodig om brood te maken.	mjöl	Jag behöver en påse mjöl för att baka bröd.	mel	Jeg trenger en pose mel for å lage brød.	mel	Jeg har brug for en pose mel til at lave brød.	jauho	Tarvitsen pussin jauhoja leivän tekemiseen.
4516:妙	妙	妙	świetny; sprytny	Ta metoda jest naprawdę sprytna.	geweldig; slim	Deze methode is echt slim.	underbar; smart	Den här metoden är verkligen smart.	utmerket; smart	Denne metoden er virkelig smart.	fremragende; smart	Denne metode er virkelig smart.	mainio; nokkela	Tämä keino on todella nokkela.
4517:灭	灭	灭	zgasić; zgasnąć	Wiatr zgasił świecę.	doven; uitmaken	De wind blies de kaars uit.	släcka; slockna	Vinden blåste ut ljuset.	slukkes; slukke	Vinden blåste ut lyset.	slukke; gå ud	Vinden blæste lyset ud.	sammuttaa; sammua	Tuuli sammutti kynttilän.
4518:民歌	民歌	民歌	pieśń ludowa	Umie śpiewać wiele pieśni ludowych.	volkslied; volkszang	Ze kan veel volksliedjes zingen.	folksång	Hon kan sjunga många folksånger.	folkesang	Hun kan synge mange folkesanger.	folkesang	Hun kan synge mange folkesange.	kansanlaulu	Hän osaa laulaa monia kansanlauluja.
4520:民俗	民俗	民俗	zwyczaje ludowe	Ta wystawa przedstawia lokalne zwyczaje ludowe.	volksgebruiken	Deze tentoonstelling introduceert lokale volksgebruiken.	folkseder	Utställningen presenterar lokala folkseder.	folkeskikker	Denne utstillingen presenterer lokale folkeskikker.	folkeskikke	Denne udstilling præsenterer lokale folkeskikke.	kansanperinteet	Tämä näyttely esittelee paikallisia kansanperinteitä.
4521:民宿	民宿	民宿	pensjonat; kwatera prywatna	W weekend zatrzymaliśmy się w górskim pensjonacie.	gastenverblijf; homestay	We verbleven in het weekend in een gastenverblijf in de bergen.	gästhus; boende hos lokalbefolkning	Vi bodde på ett gästhus i bergen under helgen.	gjestehus; privat overnatting	Vi bodde på et gjestehus i fjellet i helgen.	gæstehus; privat overnatning	Vi boede på et gæstehus i bjergene i weekenden.	majatalo; kotimajoitus	Viikonloppuna yövyimme vuoriston majatalossa.
4522:民众	民众	民众	ludność; opinia publiczna	Ludność bardzo interesuje się nową polityką.	bevolking; publiek	Het publiek is erg bezorgd over het nieuwe beleid.	allmänhet; folket	Allmänheten är mycket intresserad av den nya policyn.	folket; offentligheten	Folket er svært opptatt av den nye politikken.	befolkningen; offentligheden	Befolkningen er meget optaget af den nye politik.	kansa; yleisö	Kansa on hyvin kiinnostunut uudesta politiikasta.
4525:明亮	明亮	明亮	jasny	Sala lekcyjna jest jasna.	helder; licht	Het klaslokaal is heel licht.	ljus	Klassrummet är ljust.	lys	Klasserommet er lyst.	lys	Klasselokalet er lyst.	valoisa	Luokkahuone on valoisa.
4527:名气	名气	名气	sława; reputacja	Ten pisarz jest bardzo znany.	bekendheid; reputatie	Deze schrijver is heel bekend.	berömmelse; rykte	Den här författaren är mycket känd.	berømmelse; rykte	Denne forfatteren er veldig kjent.	berømmelse; ry	Denne forfatter er meget kendt.	maine; kuuluisuus	Tämä kirjailija on hyvin tunnettu.
4528:名胜	名胜	名胜	znana atrakcja turystyczna	W Pekinie jest wiele znanych atrakcji.	bezienswaardigheid	Peking heeft veel bezienswaardigheden.	sevärdhet	Peking har många sevärdheter.	severdighet	Beijing har mange severdigheter.	seværdighed	Beijing har mange seværdigheder.	nähtävyys	Pekingissä on paljon nähtävyyksiä.
4532:模拟	模拟	模拟	symulować; próbny	Studenci symulowali rozmowę kwalifikacyjną na zajęciach.	simuleren; nadoen	De studenten simuleerden een sollicitatiegesprek in de les.	simulera; låtsas	Studenterna simulerade en intervju på lektionen.	simulere; etterligne	Studentene simulerte et intervju i timen.	simulere; efterligne	Eleverne simulerede en samtale i timen.	simuloida; jäljitellä	Opiskelijat simuloivat haastattelua tunnilla.
4533:模特儿	模特儿	模特儿	modelka; model	Modelka weszła na scenę w ubraniach z nowej kolekcji.	model; mannequin	Het model liep het podium op in nieuwe kleding.	modell	Modellen gick upp på scenen i nya kläder.	modell	Modellen gikk opp på scenen i nye klær.	model; mannequin	Modellen gik op på scenen iført nyt tøj.	malli	Malli astui lavalle uusissa vaatteissa.
4538:母	母	母	samica; matka	Ta kotka właśnie urodziła kocięta.	vrouwelijk; moeder	Deze poes heeft net kittens gekregen.	hona; mor	Den här honkatten har just fått kattungar.	hunn; mor	Denne hunnkatten har nettopp fått kattunger.	hun; mor	Denne hunkat har lige fået killinger.	naaras; äiti	Tämä naaraskissa sai juuri pentuja.
4540:木材	木材	木材	drewno; tarcica	Z tego drewna można zrobić meble.	hout; timmerhout	Dit hout kan worden gebruikt om meubels te maken.	trä; virke	Det här virket kan användas till möbler.	trevirke; tømmer	Dette trevirket kan brukes til å lage møbler.	træ; tømmer	Dette træ kan bruges til at lave møbler.	puutavara; puu	Tästä puutavarasta voi tehdä huonekaluja.
4542:奶粉	奶粉	奶粉	mleko w proszku	Mama przygotowała dziecku mleko w proszku.	melkpoeder	De moeder maakte melkpoeder klaar voor het kind.	mjölkpulver	Mamman blandade mjölkpulver åt barnet.	melkepulver	Moren blandet melkepulver til barnet.	mælkepulver	Moren blandede mælkepulver til barnet.	maitojauhe	Äiti sekoitti lapselle maitojauhetta.
4543:难点	难点	难点	trudny punkt; trudność	Gramatyka jest trudnym punktem tej lekcji.	moeilijk punt	Grammatica is het moeilijke punt van deze les.	svår punkt	Grammatiken är den svåra punkten i den här lektionen.	vanskelig punkt	Grammatikk er det vanskelige punktet i denne leksjonen.	svært punkt	Grammatik er det svære punkt i denne lektion.	vaikea kohta	Kielioppi on tämän oppitunnin vaikea kohta.
4544:南极洲	南极洲	南极洲	Antarktyda	Klimat Antarktydy jest bardzo zimny.	Antarctica; zuidpoolgebied	Het klimaat op Antarctica is extreem koud.	Antarktis	Klimatet i Antarktis är mycket kallt.	Antarktis	Klimaet i Antarktis er svært kaldt.	Antarktis	Klimaet i Antarktis er meget koldt.	Etelämanner	Etelämantereen ilmasto on erittäin kylmä.
4545:南美洲	南美洲	南美洲	Ameryka Południowa	Ameryka Południowa ma bogate zasoby naturalne.	Zuid-Amerika	Zuid-Amerika heeft rijke natuurlijke hulpbronnen.	Sydamerika	Sydamerika har rika naturresurser.	Sør-Amerika	Sør-Amerika har rike naturressurser.	Sydamerika	Sydamerika har rige naturressourcer.	Etelä-Amerikka	Etelä-Amerikassa on runsaasti luonnonvaroja.
4548:脑子	脑子	脑子	mózg; umysł	Jego umysł pracuje bardzo szybko.	hersenen; verstand	Zijn verstand werkt heel snel.	hjärna; sinne	Hans hjärna arbetar mycket snabbt.	hjerne; sinn	Hodet hans jobber veldig raskt.	hjerne; sind	Hans hjerne arbejder meget hurtigt.	aivot; mieli	Hänen mielensä toimii hyvin nopeasti.
4551:内外	内外	内外	wewnątrz i na zewnątrz	Ten budynek jest czysty wewnątrz i na zewnątrz.	binnen en buiten	Dit gebouw is van binnen en buiten schoon.	inne och ute	Byggnaden är ren både inne och ute.	inni og ute	Denne bygningen er ren både inni og ute.	inde og ude	Denne bygning er ren både inde og ude.	sisältä ja ulkoa	Tämä rakennus on puhdas sisältä ja ulkoa.
4552:内衣	内衣	内衣	bielizna	Włożyła bieliznę do szuflady.	ondergoed	Ze legde het ondergoed in de lade.	underkläder	Hon lade underkläderna i lådan.	undertøy	Hun la undertøyet i skuffen.	undertøj	Hun lagde undertøjet i skuffen.	alusvaatteet	Hän laittoi alusvaatteet laatikkoon.
4555:泥	泥	泥	błoto	Po deszczu droga jest cała w błocie.	modder	Na de regen ligt de weg vol modder.	lera	Efter regnet är vägen full av lera.	gjørme	Etter regnet er veien full av gjørme.	mudder	Efter regnen er vejen fuld af mudder.	muta	Sateen jälkeen tie on täynnä mutaa.
4557:年终	年终	年终	koniec roku	Podsumowanie roczne trzeba złożyć w przyszłym tygodniu.	jaareinde	De eindejaarssamenvatting moet volgende week worden ingediend.	årets slut; årsslut	Årssammanfattningen ska lämnas in nästa vecka.	årsslutt	Årsoppsummeringen skal leveres neste uke.	årets afslutning	Årsopsummeringen skal afleveres i næste uge.	vuoden loppu	Vuoden lopun yhteenveto palautetaan ensi viikolla.
4558:念书	念书	念书	uczyć się; chodzić do szkoły	W dzieciństwie chodził do szkoły na wsi.	studeren; naar school gaan	Als kind ging hij op het platteland naar school.	studera; gå i skolan	Som barn gick han i skolan på landet.	studere; gå på skole	Som barn gikk han på skole på landet.	læse; gå i skole	Som barn gik han i skole på landet.	opiskella; käydä koulua	Lapsena hän kävi koulua maaseudulla.
4559:扭	扭	扭	skręcić; wykręcić	Przez nieuwagę skręciła stopę.	verdraaien; verzwikken	Ze verstuikte per ongeluk haar voet.	vrida; stuka	Hon stukade foten av misstag.	vri; forstue	Hun forstuet foten ved et uhell.	vride; forstuve	Hun forstuvede foden ved et uheld.	vääntää; nyrjäyttää	Hän nyrjäytti vahingossa jalkansa.
4560:农产品	农产品	农产品	produkt rolny	Na targu jest wiele świeżych produktów rolnych.	landbouwproduct	Er zijn veel verse landbouwproducten op de markt.	jordbruksprodukt	Det finns många färska jordbruksprodukter på marknaden.	landbruksprodukt	Det er mange ferske landbruksprodukter på markedet.	landbrugsprodukt	Der er mange friske landbrugsprodukter på markedet.	maataloustuote	Torilla on paljon tuoreita maataloustuotteita.
4562:农田	农田	农田	pole uprawne; grunty rolne	Wiosną pola uprawne są całe zielone.	landbouwgrond; akker	In de lente is de landbouwgrond helemaal groen.	åkermark	På våren är åkermarken helt grön.	jordbruksmark; åker	Om våren er jordene helt grønne.	landbrugsjord; mark	Om foråret er markerne helt grønne.	viljelysmaa; pelto	Keväällä pellot ovat kokonaan vihreitä.
4563:暖	暖	暖	ciepły; ocieplić się	Zrobiło się ciepło i kwiaty zakwitły.	warm; opwarmen	Het weer is warmer geworden en de bloemen zijn gaan bloeien.	varm; värma upp	Vädret har blivit varmt och blommorna har slagit ut.	varm; varme opp	Været har blitt varmere, og blomstene har blomstret.	varm; varme op	Vejret er blevet varmere, og blomsterne er sprunget ud.	lämmin; lämmetä	Sää lämpeni ja kukat kukkivat.
4564:暖气	暖气	暖气	ogrzewanie	Na północy zimą często używa się ogrzewania.	verwarming	In het noorden wordt in de winter vaak verwarming gebruikt.	värme; uppvärmning	I norr används ofta värme på vintern.	oppvarming	I nord brukes det ofte oppvarming om vinteren.	varme; opvarmning	I nord bruger man ofte varme om vinteren.	lämmitys	Pohjoisessa käytetään talvella usein lämmitystä.
4569:排名	排名	排名	ranking; ustalać kolejność	Te zawody są klasyfikowane według wyników.	rangschikking; rangschikken	Deze wedstrijd wordt gerangschikt op resultaten.	rankning; rangordna	Den här tävlingen rankas efter resultat.	rangering; rangere	Denne konkurransen rangeres etter resultater.	rangering; rangordne	Denne konkurrence rangeres efter resultater.	sijoitus; asettaa paremmuusjärjestykseen	Tämä kilpailu järjestetään tulosten mukaan.
4570:盘	盘	盘	talerz; miara dania	Kelner przyniósł talerz owoców.	bord; schaal; maatwoord	De ober bracht een schaal fruit.	tallrik; fat	Servitören kom med ett fat frukt.	tallerken; fat	Servitøren kom med et fat frukt.	tallerken; fad	Tjeneren kom med et fad frugt.	lautanen; annos	Palvelija toi lautasellisen hedelmiä.
4573:抛	抛	抛	rzucić; podrzucić	Podrzucił piłkę wysoko w powietrze.	werpen; gooien	Hij gooide de bal hoog de lucht in.	kasta; slunga	Han kastade upp bollen högt i luften.	kaste; slenge	Han kastet ballen høyt opp i luften.	kaste; slynge	Han kastede bolden højt op i luften.	heittää; viskata	Hän heitti pallon korkealle ilmaan.
4574:泡	泡	泡	moczyć; bąbel	Namocz fasolę w wodzie przez noc.	weken; bubbel	Week de bonen een nacht in water.	blötlägga; bubbla	Blötlägg bönorna i vatten över natten.	bløtlegge; boble	Legg bønnene i bløt i vann over natten.	lægge i blød; boble	Læg bønnerne i blød i vand natten over.	liottaa; kupla	Liota pavut vedessä yön yli.
4576:陪同	陪同	陪同	towarzyszyć	Przewodnik towarzyszył gościom podczas zwiedzania muzeum.	begeleiden	De gids begeleidde de gasten tijdens het museumbezoek.	följa med	Guiden följde med gästerna på museibesöket.	følge med	Guiden fulgte gjestene på museumsbesøket.	ledsage	Guiden ledsagede gæsterne på museumsbesøget.	seurata mukana; saattaa	Opas saattoi vieraat museokäynnillä.
