hsk_key	source_word	simplified	SI	example_SI	TA	example_TA
4533:模特儿	模特儿	模特儿	මෝස්තර නිරූපිකාව; නිරූපකයා	නිරූපිකාව නව මාදිලියේ ඇඳුම් ඇඳගෙන වේදිකාවට ගියාය.	மாடல்; ஆடை நெறியாளர்	மாடல் புதிய வகை ஆடையை அணிந்து மேடைக்கு வந்தார்.
4538:母	母	母	ගැහැණු; මව	මෙම ගැහැණු බළලා දැන්ම කුඩා පැටවුන් බිහි කර ඇත.	பெண்; தாய்	இந்த பெண் பூனை இப்போதுதான் குட்டிகளை பெற்றுள்ளது.
4540:木材	木材	木材	දැව; ලී ද්‍රව්‍ය	මෙම දැව ගෘහ භාණ්ඩ සෑදීමට භාවිත කළ හැකිය.	மரப்பொருள்; மரம்	இந்த மரப்பொருளால் மரச்சாமான்கள் செய்யலாம்.
4542:奶粉	奶粉	奶粉	කිරි පිටි	අම්මා දරුවාට කිරි පිටි මිශ්‍ර කළාය.	பால் தூள்	அம்மா குழந்தைக்காக பால் தூளை கலந்து கொடுத்தார்.
4543:难点	难点	难点	දුෂ්කර කරුණ	ව්‍යාකරණය මෙම පාඩමේ දුෂ්කර කරුණයි.	கடினப் புள்ளி	இலக்கணம் இந்த பாடத்தின் கடினப் புள்ளி.
4544:南极洲	南极洲	南极洲	ඇන්ටාක්ටිකාව	ඇන්ටාක්ටිකාවේ දේශගුණය අතිශයින් සීතලය.	அண்டார்டிகா	அண்டார்டிகாவின் காலநிலை மிகவும் குளிரானது.
4545:南美洲	南美洲	南美洲	දකුණු ඇමරිකාව	දකුණු ඇමරිකාවේ ස්වාභාවික සම්පත් බහුලය.	தென் அமெரிக்கா	தென் அமெரிக்காவில் இயற்கை வளங்கள் நிறைந்துள்ளன.
4548:脑子	脑子	脑子	මොළය; සිත	ඔහුගේ සිත ඉතා වේගයෙන් ක්‍රියා කරයි.	மூளை; மனம்	அவரின் மனம் மிகவும் வேகமாக செயல்படுகிறது.
4551:内外	内外	内外	ඇතුළත හා පිටත	මෙම ගොඩනැගිල්ල ඇතුළත හා පිටත දෙකම පිරිසිදුය.	உள்ளும் புறமும்	இந்த கட்டிடம் உள்ளும் புறமும் சுத்தமாக உள்ளது.
4552:内衣	内衣	内衣	යට ඇඳුම්	ඇය යට ඇඳුම් ලාච්චුවට දැමුවාය.	உள்ளாடை	அவள் உள்ளாடையை அலமாரிப் பெட்டியில் வைத்தாள்.
4555:泥	泥	泥	මඩ	වැස්සෙන් පසු පාර මඩෙන් පිරී ඇත.	சேறு	மழைக்குப் பிறகு சாலை முழுவதும் சேறாக உள்ளது.
4557:年终	年终	年终	වසර අවසානය	වසර අවසාන සාරාංශය ලබන සතියේ ඉදිරිපත් කළ යුතුය.	ஆண்டு இறுதி	ஆண்டு இறுதி சுருக்கம் அடுத்த வாரம் சமர்ப்பிக்க வேண்டும்.
4558:念书	念书	念书	අධ්‍යාපනය ලබයි; පාසල් යයි	ඔහු කුඩා කාලයේ ග්‍රාම ප්‍රදේශයේ පාසල් ගියේය.	படி; பள்ளியில் படி	அவர் சிறு வயதில் கிராமப்புறத்தில் படித்தார்.
4559:扭	扭	扭	ඇඹරෙයි; මුරි කරයි	ඇය නොසැලකිල්ලෙන් පාදය මුරි කරගත්තාය.	முறுக்கு; சுளுக்கு	அவள் கவனமின்றி காலில் சுளுக்கு அடைந்தாள்.
4560:农产品	农产品	农产品	කෘෂි නිෂ්පාදනය	වෙළඳපොළේ නැවුම් කෘෂි නිෂ්පාදන බොහෝ ඇත.	வேளாண் பொருள்	சந்தையில் பல புதிய வேளாண் பொருட்கள் உள்ளன.
4562:农田	农田	农田	ගොවි බිම; කෘෂි බිම	වසන්තයේ ගොවි බිම පුරා කොළ පැහැය පෙනේ.	விவசாய நிலம்	வசந்தத்தில் விவசாய நிலம் முழுவதும் பசுமையாக இருக்கும்.
4563:暖	暖	暖	උණුසුම්; උණුසුම් වේ	කාලගුණය උණුසුම් වී මල්ද පිපී ඇත.	சூடான; வெப்பமடை	வானிலை வெப்பமடைந்து மலர்களும் மலர்ந்தன.
4564:暖气	暖气	暖气	උණුසුම් කිරීමේ පද්ධතිය	උතුරු ප්‍රදේශවල ශීත කාලයේ උණුසුම් කිරීමේ පද්ධතිය නිතර භාවිත වේ.	வெப்பமூட்டல்	வடக்குப் பகுதிகளில் குளிர்காலத்தில் வெப்பமூட்டல் அடிக்கடி பயன்படுத்தப்படுகிறது.
