simplified	JA	example_JA
体谅	思いやる	彼の困難を思いやってください。
体面	体面のある	彼は体面のある仕事を見つけたいです。
体系	体系	会社は完全な研修体系を築きました。
天才	天才	この子どもは音楽の天才だと見なされています。
天赋	才能	彼女には言語を学ぶ才能があります。
天伦之乐	一家団らんの楽しみ	老人は一家団らんの楽しみを味わっています。
天然气	天然ガス	都市住民は料理に天然ガスを使います。
天生	生まれつき	彼は生まれつきとても楽観的です。
天堂	楽園	ここは地上の楽園のようです。
天文	天文学	彼は子どもの頃から天文学が好きです。
田径	陸上競技	学校は陸上競技大会を開催しました。
田野	田野	春の田野は一面緑です。
舔	なめる	子犬は主人の手をなめました。
挑剔	好き嫌いが激しい	彼女は食べ物の好き嫌いが激しいです。
条款	条項	契約条項は注意深く読む必要があります。
条理	筋道	彼の発言はとても筋道立っています。
条约	条約	両国は平和条約に署名しました。
调和	調和する	この二つの色はよく調和しています。
调剂	調節する	運動は緊張した生活を調節できます。
调节	調節する	エアコンは室内温度を調節できます。
调解	調停する	コミュニティ職員が双方の紛争を調停しました。
调料	調味料	スープに少し調味料を加える必要があります。
挑拨	仲を裂く	同僚同士の関係を裂くようなことをしてはいけません。
挑衅	挑発	この発言には明らかな挑発が含まれています。
跳跃	跳ぶ	選手は連続で三回跳びました。
亭子	あずまや	湖のそばに小さなあずまやがあります。
停泊	停泊する	漁船は港湾に停泊しています。
停顿	一時停止	彼は話の途中で少し一時停止しました。
停滞	停滞する	プロジェクトは資金不足で停滞しました。
挺拔	すらりと高い	松の木は高くすらりと育っています。
通货膨胀	インフレ	インフレが生活費を押し上げました。
通缉	指名手配する	警察はこの容疑者を指名手配しています。
通俗	分かりやすい	この本の言葉はとても分かりやすいです。
通讯	通信	現代の通信技術は発展が速いです。
通用	汎用の	この充電器は比較的汎用性があります。
同胞	同胞	海外の同胞も故郷の発展に関心を持っています。
同志	同志	年配の同志が仕事の経験を共有しました。
童话	童話	子どもは寝る前に童話を聞くのが好きです。
铜	銅	この像は銅でできています。
统筹兼顾	全体を調整して配慮する	都市計画は各方面の利益を全体的に調整して配慮すべきです。
统计	統計する	私たちは申し込み人数を統計する必要があります。
统统	すべて	これらの古い文書はすべて保存しなければなりません。
统治	統治する	この王朝は三百年統治しました。
投机	投機	彼は投機で一儲けしました。
投票	投票する	住民は明日投票に参加します。
投诉	苦情を申し立てる	顧客はプラットフォームに店への苦情を申し立てました。
投降	降伏する	敵軍は最終的に降伏を選びました。
投掷	投げる	選手はやり投げの練習をしました。
透露	漏らす	彼は会議の詳細を漏らしませんでした。
秃	はげる	彼は若くしてはげました。
突破	突破	研究は重大な突破を遂げました。
图案	模様	この布の模様はとてもきれいです。
徒弟	弟子	師匠は弟子に時計修理を教えています。
涂抹	塗る	傷口の周りに軟膏を塗ってください。
途径	手段	インターネットは情報を得る重要な手段です。
土壤	土壌	肥沃な土壌は野菜を育てるのに適しています。
团结	団結する	チームは団結して協力しなければなりません。
团体	団体	この団体は定期的に活動を開催します。
团圆	一家団らんする	春節は一家団らんの日です。
推测	推測する	専門家は価格がさらに上がると推測しています。
推翻	覆す	人々は古い制度を覆しました。
推理	推理	この小説は推理の筋で満ちています。
推论	推論	この推論にはまだ証拠の支持が必要です。
推销	売り込む	彼は新製品の売り込みを担当しています。
吞吞吐吐	口ごもる	彼は質問に答える時に口ごもりました。
托运	預ける	旅客はカウンターで荷物を預けることができます。
拖延	遅らせる	もう支払い時期を遅らせないでください。
脱离	離れる	理論は現実から離れてはいけません。
妥当	適切な	この手配はとても適切です。
妥善	適切に	重要書類を適切に保管してください。
妥协	妥協する	双方は最終的に妥協に達しました。
椭圆	楕円	地球の軌道は楕円に近いです。
唾弃	軽蔑する	社会はこのような詐欺行為を軽蔑します。
哇	わあ	わあ、この橋は本当に壮観です。
挖掘	発掘する	考古隊は古い墓を発掘しています。
娃娃	人形	小さな女の子は人形を抱いています。
瓦解	瓦解する	内部の矛盾が同盟を瓦解させました。
歪曲	歪曲する	報道は事実を歪曲すべきではありません。
外表	外見	外見だけで人を判断してはいけません。
外行	素人	私は法律については完全な素人です。
外界	外部	会社は外部からの批判にほとんど応じません。
