hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
3034:市民	市民	市民	शहरवासी; नागरिक	कई शहरवासियों ने सप्ताहांत की गतिविधि में भाग लिया।	শহরবাসী; নাগরিক	অনেক শহরবাসী সপ্তাহান্তের কার্যক্রমে অংশ নিয়েছেন।	mamamayan ng lungsod	Maraming mamamayan ng lungsod ang sumali sa gawain noong katapusan ng linggo.
3036:视为	视为	视为	के रूप में मानना	सब लोग सुरक्षा को सबसे महत्वपूर्ण बात मानते हैं।	হিসেবে গণ্য করা	সবাই নিরাপত্তাকে সবচেয়ে গুরুত্বপূর্ণ বিষয় হিসেবে গণ্য করে।	ituring bilang	Itinuturing ng lahat ang kaligtasan bilang pinakamahalagang bagay.
3041:试用	试用	试用	परीक्षण के तौर पर इस्तेमाल करना	नया सॉफ्टवेयर सात दिन तक मुफ़्त आज़माया जा सकता है।	পরীক্ষামূলক ব্যবহার করা	নতুন সফটওয়্যার সাত দিন বিনামূল্যে ব্যবহার করে দেখা যায়।	subukan	Maaaring subukan nang libre ang bagong software sa loob ng pitong araw.
3042:适用	适用	适用	लागू होना; उपयुक्त होना	यह नियम सभी कर्मचारियों पर लागू होता है।	প্রযোজ্য হওয়া	এই নিয়ম সব কর্মচারীর জন্য প্রযোজ্য।	naaangkop	Naaangkop ang patakarang ito sa lahat ng empleyado.
3044:收集	收集	收集	इकट्ठा करना	शोधकर्ता डेटा इकट्ठा कर रहे हैं।	সংগ্রহ করা	গবেষকেরা তথ্য সংগ্রহ করছেন।	mangolekta	Nangongolekta ng datos ang mga mananaliksik.
3045:收看	收看	收看	देखना; प्रसारण देखना	कृपया रात आठ बजे समाचार कार्यक्रम देखें।	দেখা; সম্প্রচার দেখা	রাত আটটায় খবরের অনুষ্ঠান দেখুন।	manood ng palabas	Manood ng programa ng balita sa alas-otso ng gabi.
3046:守	守	守	रक्षा करना; निभाना	सुरक्षा गार्ड ने दरवाज़े पर पूरी रात पहरा दिया।	রক্ষা করা; পাহারা দেওয়া	নিরাপত্তারক্ষী দরজায় সারা রাত পাহারা দিয়েছেন।	bantayan; panatilihin	Binantayan ng guwardiya ang pinto buong gabi.
3047:首次	首次	首次	पहली बार	यह उसकी पहली बार अंतरराष्ट्रीय प्रतियोगिता में भागीदारी है।	প্রথমবার	এটি তার প্রথমবার আন্তর্জাতিক প্রতিযোগিতায় অংশ নেওয়া।	kauna-unahan	Ito ang kauna-unahang pagsali niya sa pandaigdigang paligsahan.
3048:手段	手段	手段	तरीका; साधन	संचार समस्या हल करने का महत्वपूर्ण साधन है।	উপায়; পদ্ধতি	যোগাযোগ সমস্যা সমাধানের একটি গুরুত্বপূর্ণ উপায়।	paraan	Mahalagang paraan ng paglutas ng problema ang komunikasyon.
3054:售价	售价	售价	बिक्री मूल्य	इस कंप्यूटर का बिक्री मूल्य कम नहीं है।	বিক্রয়মূল্য	এই কম্পিউটারের বিক্রয়মূল্য কম নয়।	presyo ng benta	Hindi mababa ang presyo ng benta ng kompyuter na ito.
3057:书房	书房	书房	अध्ययन कक्ष	पिताजी अक्सर रात में अध्ययन कक्ष में काम करते हैं।	পড়ার ঘর	বাবা প্রায়ই রাতে পড়ার ঘরে কাজ করেন।	silid-aralan sa bahay	Madalas magtrabaho si Tatay sa silid-aralan sa bahay sa gabi.
3062:熟人	熟人	熟人	जान-पहचान वाला	नए शहर में जान-पहचान वाले से मिलना बहुत खुशी की बात है।	চেনা লোক	নতুন শহরে চেনা লোকের সঙ্গে দেখা হওয়া খুব আনন্দের।	kakilala	Masaya ang makakita ng kakilala sa bagong lungsod.
3068:树木	树木	树木	पेड़	सड़क के दोनों ओर बहुत से पेड़ लगाए गए हैं।	গাছপালা	রাস্তার দুই পাশে অনেক গাছ লাগানো হয়েছে।	mga puno	Maraming puno ang itinanim sa magkabilang gilid ng kalsada.
3069:摔	摔	摔	गिरना; पटकना	वह बारिश के दिन फिसलकर गिर पड़ा।	পড়ে যাওয়া; আছাড় মারা	বৃষ্টির দিনে সে পিছলে পড়ে গেছে।	madapa; ihagis	Nadapa siya noong maulan.
3071:水分	水分	水分	नमी; पानी की मात्रा	इस फल में पानी की मात्रा बहुत अधिक है।	আর্দ্রতা; পানির পরিমাণ	এই ফলে পানির পরিমাণ অনেক।	halumigmig; tubig	Marami ang tubig na laman ng prutas na ito.
3073:睡眠	睡眠	睡眠	नींद	अच्छी नींद काम की दक्षता बढ़ा सकती है।	ঘুম	ভালো ঘুম কাজের দক্ষতা বাড়ায়।	tulog	Nakapagpapataas ng kahusayan sa trabaho ang magandang tulog.
3074:顺	顺	顺	सहज; साथ-साथ	यह रास्ता बहुत सुगम है, गाड़ी चलाना सुविधाजनक है।	মসৃণ; অনুকূল	এই রাস্তা খুব মসৃণ, গাড়ি চালানো সুবিধাজনক।	maayos; sunod sa	Maayos ang daang ito, kaya maginhawang magmaneho.
