hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
3029:适当	适当	适当	odpowiedni; właściwy	Odpowiedni ruch pomaga w zasypianiu.	passend; geschikt	Geschikte beweging helpt bij het slapen.	lämplig; passande	Lämplig motion hjälper sömnen.	passende; egnet	Passende mosjon hjelper søvnen.	passende; egnet	Passende motion hjælper på søvnen.	sopiva; asianmukainen	Sopiva liikunta auttaa nukkumaan.
3034:市民	市民	市民	mieszkaniec miasta; obywatel	Wielu mieszkańców miasta wzięło udział w weekendowej aktywności.	stadsbewoner; burger	Veel stadsbewoners deden mee aan de weekendactiviteit.	stadsbo; medborgare	Många stadsbor deltog i helgaktiviteten.	byinnbygger; byborger	Mange byinnbyggere deltok i helgeaktiviteten.	byborger; bybo	Mange byborgere deltog i weekendaktiviteten.	kaupunkilainen; kansalainen	Monet kaupunkilaiset osallistuivat viikonlopun tapahtumaan.
3036:视为	视为	视为	uważać za; traktować jako	Wszyscy uważają bezpieczeństwo za najważniejszą sprawę.	beschouwen als; zien als	Iedereen ziet veiligheid als de belangrijkste zaak.	betrakta som; se som	Alla betraktar säkerhet som det viktigaste.	betrakte som; se på som	Alle ser på sikkerhet som det viktigste.	betragte som; se som	Alle betragter sikkerhed som det vigtigste.	pitää jonakin; katsoa joksikin	Kaikki pitävät turvallisuutta tärkeimpänä asiana.
3041:试用	试用	试用	wypróbować; okres próbny	Nowe oprogramowanie można wypróbować za darmo przez siedem dni.	uitproberen; op proef	De nieuwe software kan zeven dagen gratis worden uitgeprobeerd.	prova; testperiod	Den nya programvaran kan provas gratis i sju dagar.	prøve; prøveperiode	Den nye programvaren kan prøves gratis i sju dager.	prøve; prøveperiode	Den nye software kan prøves gratis i syv dage.	kokeilla; koekäyttö	Uutta ohjelmistoa voi kokeilla ilmaiseksi seitsemän päivän ajan.
3042:适用	适用	适用	mieć zastosowanie; odpowiedni	Ten przepis ma zastosowanie do wszystkich pracowników.	van toepassing; geschikt	Deze regel is van toepassing op alle medewerkers.	tillämplig; passande	Den här regeln gäller för alla anställda.	gjeldende; egnet	Denne regelen gjelder for alle ansatte.	gældende; egnet	Denne regel gælder for alle medarbejdere.	soveltuva; koskea	Tämä sääntö koskee kaikkia työntekijöitä.
3044:收集	收集	收集	zbierać; gromadzić	Badacze zbierają dane.	verzamelen	De onderzoekers verzamelen gegevens.	samla in	Forskarna samlar in data.	samle inn	Forskerne samler inn data.	indsamle	Forskerne indsamler data.	kerätä	Tutkijat keräävät dataa.
3045:收看	收看	收看	oglądać; śledzić program	Proszę oglądać program informacyjny o ósmej wieczorem.	kijken naar; afstemmen op	Kijk om acht uur 's avonds naar het nieuwsprogramma.	titta på; slå på	Titta på nyhetsprogrammet klockan åtta på kvällen.	se på; stille inn	Se nyhetsprogrammet klokken åtte om kvelden.	se; stille ind på	Se venligst nyhedsprogrammet klokken otte om aftenen.	katsoa; virittäytyä	Katso uutisohjelma illalla kahdeksalta.
3046:守	守	守	pilnować; strzec	Ochroniarz pilnował wejścia przez całą noc.	bewaken; houden	De bewaker bleef de hele nacht bij de ingang op wacht.	vakta; hålla	Säkerhetsvakten vaktade ingången hela natten.	vokte; holde	Vakten voktet inngangen hele natten.	vogte; holde	Vagten holdt vagt ved indgangen hele natten.	vartioida; pitää	Vartija vartioi sisäänkäyntiä koko yön.
3047:首次	首次	首次	po raz pierwszy	To jej pierwszy raz w międzynarodowym konkursie.	voor het eerst	Dit is haar eerste keer dat ze aan een internationale wedstrijd deelneemt.	för första gången	Det här är första gången hon deltar i en internationell tävling.	for første gang	Dette er første gang hun deltar i en internasjonal konkurranse.	for første gang	Det er første gang, hun deltager i en international konkurrence.	ensimmäistä kertaa	Tämä on ensimmäinen kerta, kun hän osallistuu kansainväliseen kilpailuun.
3048:手段	手段	手段	środek; metoda	Komunikacja jest ważnym sposobem rozwiązywania problemów.	middel; methode	Communicatie is een belangrijk middel om problemen op te lossen.	medel; metod	Kommunikation är ett viktigt medel för att lösa problem.	middel; metode	Kommunikasjon er et viktig middel for å løse problemer.	middel; metode	Kommunikation er et vigtigt middel til at løse problemer.	keino; menetelmä	Viestintä on tärkeä keino ratkaista ongelmia.
3054:售价	售价	售价	cena sprzedaży	Cena sprzedaży tego komputera nie jest niska.	verkoopprijs	De verkoopprijs van deze computer is niet laag.	försäljningspris	Försäljningspriset på den här datorn är inte lågt.	salgspris	Salgsprisen på denne datamaskinen er ikke lav.	salgspris	Salgsprisen på denne computer er ikke lav.	myyntihinta	Tämän tietokoneen myyntihinta ei ole alhainen.
3057:书房	书房	书房	gabinet; pokój do pracy	Ojciec często pracuje wieczorem w gabinecie.	studeerkamer; werkkamer	Vader werkt 's avonds vaak in de studeerkamer.	arbetsrum; studierum	Pappa arbetar ofta i arbetsrummet på kvällen.	arbeidsrom; studierom	Far jobber ofte på arbeidsrommet om kvelden.	arbejdsværelse; studierum	Far arbejder ofte i arbejdsværelset om aftenen.	työhuone; lukuhuone	Isä työskentelee iltaisin usein työhuoneessa.
3062:熟人	熟人	熟人	znajomy	Miło jest spotkać znajomego w nowym mieście.	kennis; bekende	Het is fijn om in een nieuwe stad een bekende tegen te komen.	bekant	Det är trevligt att träffa en bekant i en ny stad.	bekjent	Det er hyggelig å møte en bekjent i en ny by.	bekendt	Det er dejligt at møde en bekendt i en ny by.	tuttava	On mukavaa tavata tuttava uudessa kaupungissa.
3068:树木	树木	树木	drzewa	Po obu stronach drogi posadzono wiele drzew.	bomen	Aan beide kanten van de weg zijn veel bomen geplant.	träd	Många träd har planterats på båda sidor av vägen.	trær	Det er plantet mange trær på begge sider av veien.	træer	Der er plantet mange træer på begge sider af vejen.	puut	Tien molemmille puolille on istutettu paljon puita.
3069:摔	摔	摔	upaść; rzucić	Upadł w deszczowy dzień.	vallen; neergooien	Hij viel op een regenachtige dag.	falla; kasta ner	Han föll en regnig dag.	falle; kaste ned	Han falt en regnværsdag.	falde; kaste ned	Han faldt på en regnvejrsdag.	kaatua; heittää alas	Hän kaatui sateisena päivänä.
3071:水分	水分	水分	wilgoć; zawartość wody	Ten owoc ma dużo wody.	vocht; watergehalte	Deze vrucht bevat veel vocht.	fukt; vattenhalt	Den här frukten innehåller mycket vätska.	fuktighet; vanninnhold	Denne frukten har mye vanninnhold.	fugt; vandindhold	Denne frugt har et højt vandindhold.	kosteus; vesipitoisuus	Tässä hedelmässä on paljon kosteutta.
3073:睡眠	睡眠	睡眠	sen	Dobry sen może poprawić wydajność pracy.	slaap	Goede slaap kan de werkefficiëntie verbeteren.	sömn	God sömn kan förbättra arbetseffektiviteten.	søvn	God søvn kan forbedre arbeidseffektiviteten.	søvn	God søvn kan forbedre arbejdseffektiviteten.	uni	Hyvä uni voi parantaa työtehoa.
3074:顺	顺	顺	gładki; po drodze	Ta droga jest bardzo wygodna i jazda nią jest łatwa.	soepel; langs	Deze weg loopt soepel, dus rijden is handig.	smidig; längs	Den här vägen är smidig och det är bekvämt att köra.	jevn; langs	Denne veien er jevn, så det er praktisk å kjøre.	jævn; langs	Denne vej er jævn, så det er nemt at køre.	sujuva; pitkin	Tämä tie on sujuva, joten ajaminen on kätevää.
3081:四处	四处	四处	wszędzie; dookoła	Dzieci biegały wszędzie po podwórku.	overal; rondom	De kinderen renden overal over de binnenplaats.	överallt; runt omkring	Barnen sprang runt överallt på gården.	overalt; rundt omkring	Barna løp rundt overalt i gården.	overalt; rundt omkring	Børnene løb rundt overalt i gården.	kaikkialla; ympäriinsä	Lapset juoksivat ympäri pihaa.
3083:四周	四周	四周	otoczenie; dookoła	Wokół domu są same drzewa.	omgeving; rondom	Rondom het huis staan allemaal bomen.	omgivning; runt omkring	Runt huset finns det bara träd.	omgivelser; rundt omkring	Rundt huset er det bare trær.	omgivelser; rundt omkring	Rundt om huset er der kun træer.	ympäristö; ympärillä	Talon ympärillä on pelkkiä puita.
3084:搜	搜	搜	szukać; przeszukiwać	Policja szuka wskazówek dotyczących zaginionej osoby.	zoeken; doorzoeken	De politie zoekt naar aanwijzingen over de vermiste persoon.	söka; leta igenom	Polisen söker efter ledtrådar om den saknade personen.	søke; lete gjennom	Politiet leter etter spor etter den savnede personen.	søge; gennemsøge	Politiet søger efter spor om den savnede person.	etsiä; tutkia	Poliisi etsii vihjeitä kadonneesta henkilöstä.
3087:酸甜苦辣	酸甜苦辣	酸甜苦辣	kwaśne, słodkie, gorzkie i ostre; blaski i cienie życia	Ta książka pokazuje wszystkie blaski i cienie życia.	zuur, zoet, bitter en pittig; smaken van het leven	Dit boek laat de vele smaken van het leven zien.	surt, sött, bittert och starkt; livets skiftningar	Den här boken skildrar livets många skiftningar.	surt, søtt, bittert og sterkt; livets sider	Denne boken skildrer livets mange sider.	surt, sødt, bittert og stærkt; livets sider	Denne bog skildrer livets mange sider.	hapan, makea, karvas ja tulinen; elämän maut	Tämä kirja kuvaa elämän monia makuja.
3088:随	随	随	podążać za; wraz z	Ceny zmieniają się wraz z porami roku.	volgen; mee met	Prijzen veranderen met de seizoenen mee.	följa; i takt med	Priserna förändras i takt med årstiderna.	følge; sammen med	Prisene endrer seg med årstidene.	følge; sammen med	Priserne ændrer sig med årstiderne.	seurata; mukana	Hinnat muuttuvat vuodenaikojen mukana.
3089:随后	随后	随后	następnie; potem	Spotkanie się zakończyło, a potem wszyscy wyszli.	daarna; vervolgens	De vergadering eindigde en daarna vertrok iedereen.	därefter; sedan	Mötet avslutades och därefter gick alla.	deretter; senere	Møtet ble avsluttet, og deretter gikk alle.	derefter; senere	Mødet sluttede, og derefter gik alle.	sen jälkeen; myöhemmin	Kokous päättyi, ja sen jälkeen kaikki lähtivät.
3094:损害	损害	损害	szkodzić; uszkadzać	Palenie szkodzi zdrowiu.	schaden; beschadigen	Roken schaadt de gezondheid.	skada	Rökning skadar hälsan.	skade; svekke	Røyking skader helsen.	skade; svække	Rygning skader helbredet.	vahingoittaa; haitata	Tupakointi vahingoittaa terveyttä.
3097:缩小	缩小	缩小	zmniejszyć; zawęzić	Firma chce zmniejszyć różnicę kosztów.	verkleinen; verminderen	Het bedrijf hoopt het kostenverschil te verkleinen.	minska; krympa	Företaget hoppas minska kostnadsskillnaden.	redusere; krympe	Selskapet håper å redusere kostnadsforskjellen.	mindske; reducere	Virksomheden håber at mindske omkostningsforskellen.	pienentää; kaventaa	Yritys toivoo voivansa pienentää kustannuseroa.
3100:他人	他人	他人	inni ludzie; cudze	Nie bierz bez potrzeby cudzych rzeczy.	andere mensen; andermans	Neem niet zomaar spullen van anderen mee.	andra människor; andras	Ta inte andras saker hur som helst.	andre mennesker; andres	Ikke ta andres ting uten videre.	andre mennesker; andres	Tag ikke andres ting uden videre.	muut ihmiset; toisten	Älä ota toisten tavaroita noin vain.
3101:台灯	台灯	台灯	lampka biurkowa	Na biurku stoi lampka biurkowa.	bureaulamp	Er staat een bureaulamp op het bureau.	skrivbordslampa	Det står en skrivbordslampa på skrivbordet.	skrivebordslampe	Det står en skrivebordslampe på skrivebordet.	skrivebordslampe	Der står en skrivebordslampe på skrivebordet.	pöytälamppu	Pöydällä on pöytälamppu.
3104:谈话	谈话	谈话	rozmowa; rozmawiać	Ta rozmowa pomogła nam lepiej się zrozumieć.	gesprek; praten	Dit gesprek hielp ons elkaar beter te begrijpen.	samtal; prata	Det här samtalet hjälpte oss att förstå varandra bättre.	samtale; snakke	Denne samtalen hjalp oss å forstå hverandre bedre.	samtale; tale	Denne samtale hjalp os til at forstå hinanden bedre.	keskustelu; puhua	Tämä keskustelu auttoi meitä ymmärtämään toisiamme paremmin.
3107:特产	特产	特产	lokalny produkt specjalny	Herbata jest tutejszym lokalnym specjałem.	lokale specialiteit	Thee is hier een lokale specialiteit.	lokal specialitet	Te är en lokal specialitet här.	lokal spesialitet	Te er en lokal spesialitet her.	lokal specialitet	Te er en lokal specialitet her.	paikallinen erikoisuus	Tee on täällä paikallinen erikoisuus.
3110:特有	特有	特有	unikalny; charakterystyczny	Ta roślina ma charakterystyczny zapach.	uniek; kenmerkend	Deze plant heeft een unieke geur.	unik; karakteristisk	Den här växten har en unik doft.	unik; særegen	Denne planten har en særegen duft.	unik; karakteristisk	Denne plante har en unik duft.	ainutlaatuinen; ominainen	Tällä kasvilla on sille ominainen tuoksu.
3112:疼痛	疼痛	疼痛	ból	Po ćwiczeniach nogi trochę bolą.	pijn	Na het sporten is er wat pijn in de benen.	smärta	Efter träningen känns det lite smärta i benen.	smerte	Etter trening er det litt smerte i beina.	smerte	Efter træning er der lidt smerte i benene.	kipu	Liikunnan jälkeen jaloissa on hieman kipua.
3114:提交	提交	提交	złożyć; przesłać	Proszę złożyć raport przed piątkiem.	indienen; opsturen	Dien het rapport alstublieft vóór vrijdag in.	lämna in; skicka in	Lämna in rapporten före fredag.	levere; sende inn	Lever rapporten før fredag.	indsende; aflevere	Indsend rapporten inden fredag.	toimittaa; jättää	Jätä raportti ennen perjantaita.
3116:提起	提起	提起	wspominać; podnosić	Gdy tylko wspomina się o jego rodzinnym mieście, bardzo się cieszy.	noemen; optillen	Zodra zijn geboortestad wordt genoemd, wordt hij erg blij.	nämna; lyfta	Så fort hans hemstad nämns blir han mycket glad.	nevne; løfte	Så snart hjembyen hans nevnes, blir han veldig glad.	nævne; løfte	Så snart hans hjemby nævnes, bliver han meget glad.	mainita; nostaa	Heti kun hänen kotikaupunkinsa mainitaan, hän tulee hyvin iloiseksi.
3117:提升	提升	提升	poprawić; awansować	Szkolenie może poprawić umiejętności pracowników.	verbeteren; bevorderen	Training kan de vaardigheden van medewerkers verbeteren.	förbättra; befordra	Utbildning kan förbättra de anställdas färdigheter.	forbedre; fremme	Opplæring kan forbedre de ansattes ferdigheter.	forbedre; fremme	Uddannelse kan forbedre medarbejdernes færdigheder.	parantaa; edistää	Koulutus voi parantaa työntekijöiden taitoja.
3120:体力	体力	体力	siła fizyczna; kondycja	Bieg długodystansowy mocno sprawdza kondycję.	fysieke kracht; uithoudingsvermogen	Langeafstandslopen test de fysieke kracht flink.	fysisk styrka; ork	Långdistanslöpning prövar den fysiska styrkan mycket.	fysisk styrke; utholdenhet	Langdistanseløping tester den fysiske styrken sterkt.	fysisk styrke; udholdenhed	Langdistanceløb tester den fysiske styrke meget.	fyysinen voima; kestävyys	Pitkän matkan juoksu koettelee fyysistä kestävyyttä.
3123:替	替	替	za; w zastępstwie	Odpowiedziałem na e-mail za kolegę.	voor; in plaats van	Ik beantwoordde een e-mail namens mijn collega.	för; i stället för	Jag svarade på ett mejl åt min kollega.	for; i stedet for	Jeg svarte på en e-post for kollegaen min.	for; i stedet for	Jeg svarede på en e-mail for min kollega.	puolesta; sijasta	Vastasin sähköpostiin kollegani puolesta.
3125:天上	天上	天上	na niebie	Na niebie jest kilka białych chmur.	in de lucht	Er zijn een paar witte wolken in de lucht.	på himlen	Det finns några vita moln på himlen.	på himmelen	Det er noen hvite skyer på himmelen.	på himlen	Der er nogle hvide skyer på himlen.	taivaalla	Taivaalla on muutama valkoinen pilvi.
3126:填	填	填	wypełniać; wpisać	Proszę wpisać imię i nazwisko w pierwszym wierszu.	invullen	Vul alstublieft uw naam in op de eerste regel.	fylla i	Fyll i namnet på första raden.	fylle ut	Fyll inn navnet på første linje.	udfylde	Udfyld venligst navnet på første linje.	täyttää	Täytä nimi ensimmäiselle riville.
3127:甜品	甜品	甜品	deser	Po posiłku zamówiliśmy deser.	dessert; nagerecht	Na de maaltijd bestelden we een dessert.	dessert; efterrätt	Efter måltiden beställde vi en dessert.	dessert; søtrett	Etter måltidet bestilte vi en dessert.	dessert; sød ret	Efter måltidet bestilte vi en dessert.	jälkiruoka	Ruoan jälkeen tilasimme jälkiruoan.
