hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
4401:夸奖	夸奖	夸奖	褒める	先生は彼の進歩を褒めた。	칭찬하다	선생님은 그의 발전을 칭찬했다.	khen ngợi	Giáo viên khen ngợi sự tiến bộ của anh ấy.	ชมเชย	ครูชมเชยความก้าวหน้าของเขา	memuji	Guru memuji kemajuannya.	memuji	Guru memuji kemajuannya.
4404:快捷	快捷	快捷	速くて便利な	オンライン決済はとても速くて便利だ。	빠르고 편리한	온라인 결제는 매우 빠르고 편리하다.	nhanh chóng và tiện lợi	Thanh toán trực tuyến rất nhanh chóng và tiện lợi.	รวดเร็วและสะดวก	การชำระเงินออนไลน์รวดเร็วและสะดวกมาก	cepat dan mudah	Pembayaran dalam talian sangat cepat dan mudah.	cepat dan praktis	Pembayaran daring sangat cepat dan praktis.
4405:款	款	款	型; モデル	このスマートフォンのモデルはよく売れている。	모델; 스타일	이 휴대전화 모델은 잘 팔린다.	mẫu; kiểu	Mẫu điện thoại này bán rất chạy.	รุ่น; แบบ	โทรศัพท์รุ่นนี้ขายดีมาก	model; gaya	Model telefon ini dijual dengan baik.	model; gaya	Model ponsel ini laku keras.
4408:困扰	困扰	困扰	悩ませる; 困らせる	この問題は長い間彼を悩ませた。	괴롭히다; 곤란하게 하다	이 문제는 그를 오랫동안 괴롭혔다.	gây phiền toái; làm bận lòng	Vấn đề này làm anh ấy bận lòng rất lâu.	รบกวน; ทำให้ลำบากใจ	ปัญหานี้รบกวนใจเขามานาน	mengganggu; menyusahkan	Masalah ini mengganggunya untuk masa yang lama.	mengganggu; menyusahkan	Masalah ini mengganggunya untuk waktu lama.
4409:扩展	扩展	扩展	拡大する; 伸ばす	会社は海外市場を拡大する計画だ。	확장하다	회사는 해외 시장을 확장할 계획이다.	mở rộng	Công ty dự định mở rộng thị trường nước ngoài.	ขยาย	บริษัทวางแผนขยายตลาดต่างประเทศ	meluaskan	Syarikat merancang untuk meluaskan pasaran luar negara.	memperluas	Perusahaan berencana memperluas pasar luar negeri.
4410:落	落	落	置き忘れる; 取り残す	彼は携帯電話をタクシーに置き忘れた。	두고 내리다; 빠뜨리다	그는 휴대전화를 택시에 두고 내렸다.	bỏ quên	Anh ấy bỏ quên điện thoại trên taxi.	ลืมทิ้งไว้	เขาลืมโทรศัพท์มือถือไว้บนแท็กซี่	tertinggal	Dia tertinggal telefon bimbitnya di dalam teksi.	tertinggal	Dia meninggalkan ponselnya di taksi.
4413:来临	来临	来临	到来する; 近づく	春節がまもなく到来する。	다가오다; 도래하다	춘제가 곧 다가온다.	đến gần; sắp đến	Tết Xuân sắp đến.	ใกล้มาถึง	ตรุษจีนกำลังจะมาถึง	menjelang; tiba	Tahun Baharu Cina akan tiba tidak lama lagi.	menjelang; tiba	Festival Musim Semi akan segera tiba.
4414:来往	来往	来往	行き来する; 付き合う	この道は車の行き来が多い。	오가다; 왕래하다	이 길에는 차량 왕래가 많다.	qua lại; giao thiệp	Trên con đường này có nhiều xe qua lại.	ไปมา; ติดต่อกัน	ถนนเส้นนี้มีรถไปมามาก	berulang-alik; berhubung	Banyak kenderaan berulang-alik di jalan ini.	mondar-mandir; berhubungan	Banyak kendaraan lalu-lalang di jalan ini.
4415:赖	赖	赖	責める; 頼る	この件で彼を責めることはできない。	탓하다; 의지하다	이 일은 그를 탓할 수 없다.	đổ lỗi; dựa vào	Việc này không thể đổ lỗi cho anh ấy.	โทษ; พึ่งพา	เรื่องนี้โทษเขาไม่ได้	menyalahkan; bergantung pada	Perkara ini tidak boleh disalahkan kepadanya.	menyalahkan; bergantung	Urusan ini tidak bisa disalahkan kepadanya.
4417:栏	栏	栏	欄; らん	氏名欄に名前を書いてください。	칸; 항목	이름 칸에 이름을 써 주세요.	ô; cột	Xin hãy viết tên vào ô họ tên.	ช่อง; คอลัมน์	กรุณาเขียนชื่อลงในช่องชื่อ	ruangan; lajur	Sila tulis nama dalam ruangan nama.	kolom; bidang	Harap tulis nama di kolom nama.
4418:兰花	兰花	兰花	蘭; ラン	窓辺のランが咲いた。	난초	창가의 난초가 피었다.	hoa lan	Hoa lan trên bệ cửa sổ đã nở.	กล้วยไม้	กล้วยไม้บนขอบหน้าต่างบานแล้ว	orkid	Orkid di ambang tingkap telah mekar.	anggrek	Anggrek di ambang jendela sudah mekar.
4420:狼	狼	狼	オオカミ	夜、山からオオカミの遠吠えが聞こえてきた。	늑대	밤에 산에서 늑대 울음소리가 들려왔다.	sói	Ban đêm có tiếng sói hú vọng từ núi.	หมาป่า	ตอนกลางคืนมีเสียงหมาป่าหอนมาจากภูเขา	serigala	Pada waktu malam, bunyi lolongan serigala datang dari gunung.	serigala	Pada malam hari, terdengar lolongan serigala dari gunung.
4422:牢	牢	牢	しっかりした; 頑丈な	この椅子はとてもしっかりしている。	튼튼하다; 견고하다	이 의자는 매우 튼튼하다.	chắc chắn	Chiếc ghế này rất chắc chắn.	แข็งแรง	เก้าอี้ตัวนี้แข็งแรงมาก	kukuh	Kerusi ini sangat kukuh.	kokoh	Kursi ini sangat kokoh.
4423:劳动力	劳动力	劳动力	労働力; ろうどうりょく	この業界は大量の労働力を必要としている。	노동력	이 업종은 많은 노동력이 필요하다.	lực lượng lao động	Ngành này cần nhiều lực lượng lao động.	แรงงาน	อุตสาหกรรมนี้ต้องการแรงงานจำนวนมาก	tenaga kerja	Industri ini memerlukan tenaga kerja yang banyak.	tenaga kerja	Industri ini membutuhkan banyak tenaga kerja.
4426:老太太	老太太	老太太	おばあさん; 老婦人	そのおばあさんは毎日公園へ散歩に来る。	할머니; 노부인	그 할머니는 매일 공원에 산책하러 온다.	bà cụ	Bà cụ ấy ngày nào cũng đến công viên đi dạo.	คุณยาย; หญิงชรา	คุณยายคนนั้นมาเดินเล่นที่สวนทุกวัน	wanita tua	Nenek itu datang ke taman untuk berjalan-jalan setiap hari.	wanita tua	Nenek itu setiap hari datang ke taman untuk berjalan-jalan.
4427:乐于	乐于	乐于	喜んで...する	彼は新しい挑戦を喜んで受け入れる。	기꺼이 하다	그는 새로운 도전을 기꺼이 받아들인다.	sẵn lòng	Anh ấy sẵn lòng chấp nhận thử thách mới.	ยินดีที่จะ	เขายินดีรับความท้าทายใหม่	rela; gembira untuk	Dia rela menerima cabaran baharu.	senang untuk; bersedia	Dia bersedia menerima tantangan baru.
4429:类别	类别	类别	種類; カテゴリー	書類をカテゴリー別に整理してください。	범주; 종류	파일을 범주별로 정리해 주세요.	loại; hạng mục	Xin hãy sắp xếp tài liệu theo loại.	ประเภท	กรุณาจัดเอกสารตามประเภท	kategori	Sila susun fail mengikut kategori.	kategori	Harap susun dokumen menurut kategori.
4430:理	理	理	相手にする; 気にかける	彼は私の質問を無視した。	상대하다; 신경 쓰다	그는 내 질문에 신경 쓰지 않았다.	để ý; đáp lại	Anh ấy không để ý đến câu hỏi của tôi.	สนใจ; ตอบสนอง	เขาไม่สนใจคำถามของฉัน	melayan; memberi perhatian	Dia tidak melayan soalan saya.	menanggapi; memperhatikan	Dia tidak menanggapi pertanyaanku.
4431:理财	理财	理财	資産管理をする; お金を管理する	彼女は資産管理を学び始めた。	재테크하다; 돈을 관리하다	그녀는 재테크를 배우기 시작했다.	quản lý tài chính	Cô ấy bắt đầu học quản lý tài chính.	จัดการการเงิน	เธอเริ่มเรียนรู้การจัดการการเงิน	mengurus kewangan	Dia mula belajar mengurus kewangan.	mengelola keuangan	Dia mulai belajar mengelola keuangan.
4432:理科	理科	理科	理系科目	彼は高校のとき理系科目を選んだ。	이과; 과학 과목	그는 고등학교 때 이과를 선택했다.	các môn khoa học tự nhiên	Ở trung học, anh ấy chọn khối khoa học tự nhiên.	วิชาสายวิทย์	ตอนมัธยมปลายเขาเลือกสายวิทย์	mata pelajaran sains	Dia memilih aliran sains semasa sekolah menengah.	mata pelajaran sains	Saat SMA, dia memilih jurusan sains.
4433:理念	理念	理念	理念; りねん	この会社は環境保護の理念を重視している。	이념; 철학	이 회사는 환경 보호 이념을 중시한다.	quan niệm; triết lý	Công ty này coi trọng triết lý bảo vệ môi trường.	แนวคิด	บริษัทนี้ให้ความสำคัญกับแนวคิดการอนุรักษ์สิ่งแวดล้อม	konsep; falsafah	Syarikat ini mementingkan konsep perlindungan alam sekitar.	konsep; filosofi	Perusahaan ini mementingkan prinsip perlindungan lingkungan.
4434:理性	理性	理性	理性的な; 理性	私たちはこの問題を理性的に議論する必要がある。	이성적인; 이성	우리는 이 문제를 이성적으로 논의해야 한다.	lý tính; lý trí	Chúng ta cần thảo luận vấn đề này một cách lý trí.	มีเหตุผล; เหตุผล	เราต้องอภิปรายปัญหานี้อย่างมีเหตุผล	rasional; akal	Kita perlu membincangkan isu ini secara rasional.	rasional; nalar	Kita perlu membahas masalah ini secara rasional.
4435:立	立	立	立つ; 立てる	入口に看板が立っている。	서다; 세우다	입구에 표지판 하나가 서 있다.	đứng; dựng lên	Có một tấm biển dựng ở cửa vào.	ตั้งอยู่; ตั้งขึ้น	มีป้ายตั้งอยู่ที่ทางเข้า	berdiri; mendirikan	Sebuah papan tanda berdiri di pintu masuk.	berdiri; mendirikan	Sebuah papan tanda berdiri di pintu masuk.
4438:力度	力度	力度	強度; 力の度合い	政府は支援の度合いを高めた。	강도; 세기	정부는 지원 강도를 높였다.	mức độ; cường độ	Chính phủ đã tăng mức độ hỗ trợ.	ระดับความเข้มข้น	รัฐบาลเพิ่มระดับการสนับสนุน	tahap kekuatan	Kerajaan meningkatkan tahap sokongan.	intensitas	Pemerintah meningkatkan intensitas dukungan.
4439:历经	历经	历经	経る; 経験する	この都市は何度も変化を経てきた。	겪다; 거치다	이 도시는 여러 차례 변화를 겪었다.	trải qua	Thành phố này đã trải qua nhiều lần thay đổi.	ผ่านประสบการณ์	เมืองนี้ผ่านการเปลี่ยนแปลงมาหลายครั้ง	melalui; mengalami	Bandar ini telah melalui banyak perubahan.	melalui; mengalami	Kota ini telah mengalami banyak perubahan.
4440:历年	历年	历年	歴年; 過去数年	過去の年のデータはすべてここに保存されている。	역년; 지난 여러 해	지난 해들의 데이터가 모두 여기에 보관되어 있다.	các năm qua	Dữ liệu các năm qua đều được lưu ở đây.	หลายปีที่ผ่านมา	ข้อมูลของหลายปีที่ผ่านมาถูกเก็บไว้ที่นี่	tahun-tahun lepas	Data tahun-tahun lepas semuanya disimpan di sini.	tahun-tahun sebelumnya	Data dari tahun-tahun sebelumnya disimpan di sini.
