simplified	TA	example_TA
投资	முதலீடு செய்தல்	அவர்கள் புதிய திட்டத்தில் முதலீடு செய்தனர்.
透明	வெளிப்படையான	இந்த கோப்பை வெளிப்படையானது.
突出	மிகத் தெளிவாகத் தெரியும்	அவரது பலங்கள் மிகத் தெளிவாகத் தெரிகின்றன.
土地	நிலம்	இந்த நிலம் மிகவும் வளமானது.
土豆	உருளைக்கிழங்கு	நான் சில உருளைக்கிழங்குகள் வாங்கினேன்.
兔子	முயல்	குழந்தை ஒரு முயலை வளர்க்கிறது.
吐	வாந்தி எடுதல்	அவருக்கு உடல் நலம் சரியில்லை; வாந்தி எடுக்க வேண்டும் போல உள்ளது.
团	குழு	நாங்கள் சுற்றுலா குழுவில் சேர்ந்தோம்.
推辞	மறுத்தல்	அவர் நண்பரின் அழைப்பை மறுத்தார்.
推广	பரப்புதல்	நிறுவனம் புதிய தயாரிப்பை பரப்புகிறது.
推荐	பரிந்துரைத்தல்	ஆசிரியர் இந்த புத்தகத்தை பரிந்துரைத்தார்.
