simplified	KM	example_KM
忍受	ទ្រាំទ្រ	ខ្ញុំមិនអាចទ្រាំទ្រសំឡេងរំខាននៅទីនេះបានទេ។
任命	តែងតាំង	ក្រុមប្រឹក្សាភិបាលបានតែងតាំងនាងជាអ្នកគ្រប់គ្រង។
任性	តាមចិត្តខ្លួន	ក្មេងតាមចិត្តខ្លួនពេកអាចប៉ះពាល់ដល់ការលូតលាស់។
任意	តាមអំពើចិត្ត	សូមកុំកែទិន្នន័យតាមអំពើចិត្ត។
任重道远	ភារកិច្ចធ្ងន់និងផ្លូវវែង	ការកែទម្រង់អប់រំមានភារកិច្ចធ្ងន់និងផ្លូវវែង។
认定	កំណត់សន្និដ្ឋាន	ប៉ូលិសបានកំណត់សន្និដ្ឋានថានេះជាគ្រោះថ្នាក់មួយ។
认可	ទទួលស្គាល់	ផែនការរបស់គាត់ទទួលបានការទទួលស្គាល់ពីគ្រប់គ្នា។
仍旧	នៅតែ	បន្ទាប់ពីច្រើនឆ្នាំ គាត់នៅតែរស់នៅទីនេះ។
日新月异	រីកចម្រើនយ៉ាងលឿន	វិទ្យាសាស្ត្របច្ចេកវិទ្យារីកចម្រើនយ៉ាងលឿន។
日益	កាន់តែឡើងរៀងរាល់ថ្ងៃ	បញ្ហាបរិស្ថានកាន់តែធ្ងន់ធ្ងរឡើងរៀងរាល់ថ្ងៃ។
容貌	រូបរាងមុខមាត់	ឆ្នាំខែបានផ្លាស់ប្តូររូបរាងមុខមាត់របស់គាត់។
容纳	ផ្ទុកបាន	សាលធំនេះអាចផ្ទុកមនុស្សប្រាំរយនាក់បាន។
容器	ធុងផ្ទុក	សូមចាក់រាវចូលក្នុងធុងផ្ទុកកញ្ចក់។
容忍	អត់ឱន	ក្រុមហ៊ុនមិនអាចអត់ឱនចំពោះអំពើបន្លំបានទេ។
溶解	រលាយ	អំបិលនឹងរលាយក្នុងទឹក។
荣幸	មានកិត្តិយស	ខ្ញុំមានកិត្តិយសដែលអាចចូលរួមកិច្ចប្រជុំ។
荣誉	កិត្តិយស	មេដាយនេះតំណាងឲ្យកិត្តិយសខ្ពស់បំផុត។
融化	រលាយ	ពន្លឺថ្ងៃធ្វើឲ្យទឹកកកនិងព្រិលរលាយបន្តិចម្តងៗ។
融洽	សុខដុមរមនា	ទំនាក់ទំនងរវាងមិត្តរួមការងារសុខដុមរមនាខ្លាំង។
揉	ម៉ាស្សាថ្នមៗ	ម្តាយម៉ាស្សាស្មារបស់ខ្ញុំថ្នមៗ។
柔和	ទន់ភ្លន់	ពន្លឺទន់ភ្លន់ មិនចាំងភ្នែកទេ។
儒家	លទ្ធិខុងជឺ	គំនិតលទ្ធិខុងជឺបានជះឥទ្ធិពលលើវប្បធម៌អាស៊ីខាងកើត។
弱点	ចំណុចខ្សោយ	ការធ្វេសប្រហែសជាចំណុចខ្សោយសំខាន់របស់គាត់។
若干	មួយចំនួន	កិច្ចប្រជុំបានលើកឡើងសំណើមួយចំនួន។
撒谎	និយាយកុហក	កុមារមិនគួរនិយាយកុហកទេ។
散文	អត្ថបទប្រលោម	នាងចូលចិត្តអានអត្ថបទប្រលោមសម័យទំនើប។
散布	ផ្សព្វផ្សាយ	មានមនុស្សផ្សព្វផ្សាយពាក្យចចាមអារ៉ាមលើអ៊ីនធឺណិត។
散发	បញ្ចេញ	ក្នុងសួនច្បារបញ្ចេញក្លិនក្រអូបស្រស់។
丧失	បាត់បង់	គាត់មិនបានបាត់បង់ទំនុកចិត្តទេ។
骚扰	រំខានបៀតបៀន	សូមកុំរំខានបៀតបៀនអ្នកដំណើរផ្សេងទៀត។
嫂子	ភរិយាបងប្រុស	ម្ហូបដែលភរិយាបងប្រុសធ្វើមានរសជាតិឆ្ងាញ់ណាស់។
刹车	ចាប់ហ្វ្រាំង	អ្នកបើកបរចាប់ហ្វ្រាំងភ្លាមៗ។
啥	អ្វី	អ្នកទើបនិយាយអ្វី?
筛选	ចម្រោះជ្រើសរើស	ប្រព័ន្ធនឹងចម្រោះជ្រើសរើសប្រវត្តិរូបដោយស្វ័យប្រវត្តិ។
山脉	ជួរភ្នំ	ជួរភ្នំនេះវែងណាស់។
闪烁	ភ្លឹបភ្លែត	ពន្លឺនៅឆ្ងាយភ្លឹបភ្លែតមិនឈប់។
擅长	ពូកែ	គាត់ពូកែដោះស្រាយបញ្ហាស្មុគស្មាញ។
擅自	ដោយគ្មានការអនុញ្ញាត	បុគ្គលិកមិនអាចចាកចេញពីកន្លែងធ្វើការដោយគ្មានការអនុញ្ញាតបានទេ។
伤脑筋	ធ្វើឲ្យឈឺក្បាល	បញ្ហានេះពិតជាធ្វើឲ្យឈឺក្បាល។
商标	ស្លាកពាណិជ្ជសញ្ញា	ក្រុមហ៊ុនបានចុះបញ្ជីស្លាកពាណិជ្ជសញ្ញាថ្មី។
上级	ថ្នាក់លើ	គាត់បានរាយការណ៍ស្ថានការណ៍ទៅថ្នាក់លើ។
上进	ខិតខំរីកចម្រើន	នាងតែងតែខិតខំរីកចម្រើន។
上任	ចូលកាន់តំណែង	អ្នកគ្រប់គ្រងថ្មីនឹងចូលកាន់តំណែងសប្តាហ៍ក្រោយ។
上瘾	ញៀន	មនុស្សជាច្រើនញៀនវីដេអូខ្លី។
上游	ផ្នែកខាងលើនៃទន្លេ	ការបំពុលមកពីផ្នែកខាងលើនៃទន្លេ។
尚且	សូម្បីតែ	សូម្បីតែមនុស្សពេញវ័យក៏អាចធ្វើខុសបាន។
捎	ផ្ញើជូនតាមផ្លូវ	សូមជួយផ្ញើសារមាត់មួយឲ្យខ្ញុំ។
梢	ចុងមែកឈើ	បក្សីឈប់លើចុងមែកឈើ។
哨	អ្នកយាម	នៅមាត់ទ្វារមានអ្នកយាមម្នាក់។
奢侈	ប្រណីតខ្ជះខ្ជាយ	ការចំណាយបែបនេះប្រណីតខ្ជះខ្ជាយពេក។
舌头	អណ្តាត	គាត់រលាកអណ្តាត។
摄氏度	អង្សាសេ	សីតុណ្ហភាពថ្ងៃនេះគឺសាមសិបអង្សាសេ។
涉及	ពាក់ព័ន្ធ	របាយការណ៍នេះពាក់ព័ន្ធនឹងនាយកដ្ឋានជាច្រើន។
社区	សហគមន៍	សហគមន៍បានរៀបចំសិក្ខាសាលាសុខភាព។
设立	បង្កើត	សាលាបានបង្កើតអាហារូបករណ៍។
设想	គំនិតសន្និដ្ឋាន	គំនិតសន្និដ្ឋាននេះនៅត្រូវការពិភាក្សា។
设置	កំណត់	សូមកំណត់ពាក្យសម្ងាត់ឡើងវិញ។
呻吟	ថ្ងូរ	អ្នកជំងឺថ្ងូរតិចៗ។
深奥	ជ្រាលជ្រៅពិបាកយល់	ខ្លឹមសារសៀវភៅនេះជ្រាលជ្រៅពិបាកយល់។
深沉	ជ្រៅធ្ងន់	សំឡេងរបស់គាត់ទាបនិងជ្រៅធ្ងន់។
深情厚谊	មិត្តភាពជ្រាលជ្រៅ	ប្រជាជននៃប្រទេសទាំងពីរបានបង្កើតមិត្តភាពជ្រាលជ្រៅ។
申报	ប្រកាសរាយការណ៍	អ្នកដំណើរត្រូវប្រកាសរាយការណ៍វត្ថុដោយស្មោះត្រង់។
绅士	សុភាពបុរស	គាត់មានអាកប្បកិរិយាដូចសុភាពបុរសម្នាក់។
神经	សរសៃប្រសាទ	សម្ពាធអាចប៉ះពាល់ដល់ប្រព័ន្ធសរសៃប្រសាទ។
