hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
4389:肯	肯	肯	být ochoten	Je ochoten věnovat čas pomoci ostatním.	byť ochotný	Je ochotný venovať čas pomoci ostatným.	hajlandó	Hajlandó időt szánni mások segítésére.	a fi dispus	El este dispus să petreacă timp ajutându-i pe alții.	готов съм; склонен съм	Той е готов да отдели време, за да помага на другите.	biti voljan	Voljan je provesti vrijeme pomažući drugima.
4391:空地	空地	空地	volné prostranství; prázdný pozemek	Děti hrají fotbal na volném prostranství.	voľné priestranstvo; prázdny pozemok	Deti hrajú futbal na voľnom priestranstve.	üres terület; szabad tér	A gyerekek az üres területen fociznak.	spațiu deschis; teren liber	Copiii joacă fotbal pe terenul liber.	открито място; празен терен	Децата играят футбол на празния терен.	otvoren prostor; prazno zemljište	Djeca igraju nogomet na otvorenom prostoru.
4393:口感	口感	口感	pocit v ústech; textura	Tento chléb má velmi měkkou texturu.	pocit v ústach; textúra	Tento chlieb má veľmi mäkkú textúru.	szájérzet; állag	Ennek a kenyérnek nagyon puha az állaga.	textură la gust; senzație în gură	Această pâine are o textură foarte moale.	усещане в устата; текстура	Този хляб има много мека текстура.	osjećaj u ustima; tekstura	Ovaj kruh ima vrlo mekanu teksturu.
4394:口号	口号	口号	heslo; slogan	Všichni společně zvolali heslo.	heslo; slogan	Všetci spoločne zvolali heslo.	jelszó; szlogen	Mindenki együtt kiáltotta a jelszót.	slogan; lozincă	Toți au strigat sloganul împreună.	лозунг; девиз	Всички заедно извикаха лозунга.	slogan; parola	Svi su zajedno uzviknuli slogan.
4399:酷	酷	酷	stylový; frajerský	Ten kabát vypadá velmi stylově.	štýlový; frajerský	Ten kabát vyzerá veľmi štýlovo.	menő; divatos	Ez a kabát nagyon menőnek tűnik.	mișto; la modă	Acest palton arată foarte mișto.	готин; модерен	Това палто изглежда много готино.	kul; moderan	Ovaj kaput izgleda vrlo kul.
4401:夸奖	夸奖	夸奖	pochválit	Učitel pochválil jeho pokrok.	pochváliť	Učiteľ pochválil jeho pokrok.	megdicsérni	A tanár megdicsérte a fejlődését.	a lăuda	Profesorul i-a lăudat progresul.	хваля	Учителят похвали напредъка му.	pohvaliti	Učitelj je pohvalio njegov napredak.
4404:快捷	快捷	快捷	rychlý; pohodlný	Platba online je velmi rychlá a pohodlná.	rýchly; pohodlný	Online platba je veľmi rýchla a pohodlná.	gyors; kényelmes	Az online fizetés nagyon gyors és kényelmes.	rapid; convenabil	Plata online este foarte rapidă și convenabilă.	бърз; удобен	Онлайн плащането е много бързо и удобно.	brz; praktičan	Internetsko plaćanje vrlo je brzo i praktično.
4405:款	款	款	model; typ	Tento model telefonu se velmi dobře prodává.	model; typ	Tento model telefónu sa veľmi dobre predáva.	modell; típus	Ez a telefonmodell nagyon jól fogy.	model; tip	Acest model de telefon se vinde foarte bine.	модел; тип	Този модел телефон се продава много добре.	model; tip	Ovaj model mobitela vrlo se dobro prodaje.
4408:困扰	困扰	困扰	trápit; obtěžovat	Tento problém ho trápil dlouho.	trápiť; obťažovať	Tento problém ho trápil dlho.	nyugtalanítani; zavarni	Ez a probléma sokáig zavarta.	a tulbura; a deranja	Această problemă l-a deranjat mult timp.	тормозя; безпокоя	Този проблем го безпокоеше дълго време.	mučiti; smetati	Ovaj ga je problem dugo mučio.
4409:扩展	扩展	扩展	rozšířit; rozšiřovat	Firma plánuje rozšířit zámořské trhy.	rozšíriť; rozširovať	Firma plánuje rozšíriť zámorské trhy.	kibővíteni; kiterjeszteni	A vállalat a tengerentúli piacok bővítését tervezi.	a extinde; a lărgi	Compania plănuiește să extindă piețele de peste hotare.	разширявам; увеличавам	Компанията планира да разшири задграничните пазари.	proširiti; širiti	Tvrtka planira proširiti inozemna tržišta.
4410:落	落	落	nechat; zapomenout	Nechal telefon v taxíku.	nechať; zabudnúť	Nechal telefón v taxíku.	otthagyni; lemaradni	A telefonját a taxiban hagyta.	a lăsa în urmă; a omite	Și-a lăsat telefonul în taxi.	оставям; изпускам	Той си остави телефона в таксито.	ostaviti; propustiti	Ostavio je telefon u taksiju.
4413:来临	来临	来临	přicházet; blížit se	Svátky jara se brzy blíží.	prichádzať; blížiť sa	Sviatky jari sa čoskoro blížia.	közeledni; elérkezni	Közeledik a tavaszünnep.	a veni; a se apropia	Sărbătoarea Primăverii se apropie.	настъпвам; приближавам се	Пролетният празник скоро ще настъпи.	dolaziti; približavati se	Proljetni festival se približava.
4414:来往	来往	来往	přicházet a odcházet; stýkat se	Na této silnici jezdí mnoho vozidel sem a tam.	prichádzať a odchádzať; stýkať sa	Na tejto ceste prichádza a odchádza veľa vozidiel.	jönni-menni; kapcsolatban állni	Ezen az úton sok jármű jár ide-oda.	a circula; a avea relații	Pe acest drum circulă multe vehicule.	движа се насам-натам; поддържам отношения	По този път минават много превозни средства.	dolaziti i odlaziti; imati odnose	Na ovoj cesti ima mnogo vozila koja prolaze.
4415:赖	赖	赖	svádět vinu; spoléhat na	Tuto věc nelze svádět na něj.	zvaľovať vinu; spoliehať sa na	Túto vec nemožno zvaľovať na neho.	hibáztatni; támaszkodni	Ezért az ügyért nem lehet őt hibáztatni.	a da vina pe; a depinde de	Această chestiune nu poate fi pusă pe seama lui.	обвинявам; разчитам на	Това не може да се хвърли върху него като вина.	kriviti; oslanjati se na	Za ovu se stvar ne može kriviti njega.
4417:栏	栏	栏	rubrika; sloupec	Prosím napište jméno do rubriky pro jméno.	rubrika; stĺpec	Prosím napíšte meno do rubriky pre meno.	rovat; oszlop	Kérjük, írja be a nevét a név rovatba.	rubrică; coloană	Vă rog să scrieți numele în rubrica numelui.	поле; колона	Моля, напишете името си в полето за име.	rubrika; stupac	Molim vas, upišite ime u rubriku za ime.
4418:兰花	兰花	兰花	orchidej	Orchidej na parapetu rozkvetla.	orchidea	Orchidea na parapete rozkvitla.	orchidea	Az ablakpárkányon lévő orchidea kivirágzott.	orhidee	Orhideea de pe pervaz a înflorit.	орхидея	Орхидеята на перваза цъфна.	orhideja	Orhideja na prozorskoj dasci je procvjetala.
4420:狼	狼	狼	vlk	V noci se z hory ozývalo vytí vlků.	vlk	V noci sa z hory ozývalo vytie vlkov.	farkas	Éjszaka farkasüvöltés hallatszott a hegyről.	lup	Noaptea, urlete de lup se auzeau din munte.	вълк	През нощта от планината се чуваше вой на вълци.	vuk	Noću se s planine čulo zavijanje vukova.
4422:牢	牢	牢	pevný; bytelný	Tato židle je velmi bytelná.	pevný; stabilný	Táto stolička je veľmi stabilná.	stabil; erős	Ez a szék nagyon stabil.	solid; rezistent	Acest scaun este foarte solid.	здрав; стабилен	Този стол е много здрав.	čvrst; stabilan	Ova je stolica vrlo čvrsta.
4423:劳动力	劳动力	劳动力	pracovní síla	Toto odvětví potřebuje velké množství pracovní síly.	pracovná sila	Toto odvetvie potrebuje veľa pracovnej sily.	munkaerő	Ehhez az ágazathoz sok munkaerőre van szükség.	forță de muncă	Această industrie are nevoie de multă forță de muncă.	работна сила	Този отрасъл се нуждае от много работна сила.	radna snaga	Ovoj industriji treba mnogo radne snage.
4426:老太太	老太太	老太太	starší paní	Ta starší paní chodí každý den do parku na procházku.	staršia pani	Tá staršia pani chodí každý deň do parku na prechádzku.	idős hölgy	Az az idős hölgy mindennap a parkba jár sétálni.	doamnă în vârstă	Acea doamnă în vârstă vine zilnic în parc la plimbare.	възрастна жена	Тази възрастна жена всеки ден идва в парка на разходка.	starija gospođa	Ta starija gospođa svaki dan dolazi u park u šetnju.
4427:乐于	乐于	乐于	rád; ochotný	Rád přijímá nové výzvy.	rád; ochotný	Rád prijíma nové výzvy.	szívesen; hajlandó	Szívesen vállal új kihívásokat.	bucuros să; dispus să	El este dispus să accepte noi provocări.	готов с радост; склонен	Той с радост приема нови предизвикателства.	rado; voljan	Rado prihvaća nove izazove.
4429:类别	类别	类别	kategorie; třída	Prosím roztřiďte dokumenty podle kategorií.	kategória; trieda	Prosím zoraďte dokumenty podľa kategórií.	kategória; osztály	Kérjük, kategóriák szerint rendezze a fájlokat.	categorie; clasă	Vă rog să sortați documentele pe categorii.	категория; клас	Моля, подредете документите по категории.	kategorija; klasa	Molim vas, razvrstajte dokumente po kategorijama.
4430:理	理	理	všímat si; reagovat	Nevšímal si mé otázky.	všímať si; reagovať	Nevšímal si moju otázku.	törődni; válaszolni	Nem törődött a kérdésemmel.	a băga în seamă; a răspunde	Nu a băgat în seamă întrebarea mea.	обръщам внимание; отговарям	Той не обърна внимание на въпроса ми.	obazirati se; odgovoriti	Nije se obazirao na moje pitanje.
4431:理财	理财	理财	spravovat finance	Začala se učit spravovat finance.	spravovať financie	Začala sa učiť spravovať financie.	pénzügyeket kezelni	Elkezdett pénzügyeket kezelni tanulni.	a gestiona finanțele	Ea a început să învețe să își gestioneze finanțele.	управлявам финанси	Тя започна да учи как да управлява финансите си.	upravljati financijama	Počela je učiti upravljati financijama.
4432:理科	理科	理科	přírodovědné předměty	Na střední škole si zvolil přírodovědné předměty.	prírodovedné predmety	Na strednej škole si zvolil prírodovedné predmety.	reál tantárgyak; természettudományos szak	Középiskolában a reál tárgyakat választotta.	materii reale; științe	În liceu, el a ales materiile reale.	природоматематически предмети	В гимназията той избра природоматематически предмети.	prirodoslovni predmeti	U srednjoj školi odabrao je prirodoslovne predmete.
4433:理念	理念	理念	koncepce; zásada	Tato firma klade důraz na zásady ochrany životního prostředí.	koncepcia; zásada	Táto firma kladie dôraz na zásady ochrany životného prostredia.	elv; koncepció	Ez a vállalat fontosnak tartja a környezetvédelmi elveket.	concept; principiu	Această companie pune preț pe principiile de protecție a mediului.	идея; принцип	Тази компания цени принципите за опазване на околната среда.	ideja; načelo	Ova tvrtka cijeni načela zaštite okoliša.
4434:理性	理性	理性	racionální; rozum	Musíme o této otázce diskutovat racionálně.	racionálny; rozum	Musíme o tejto otázke diskutovať racionálne.	racionális; értelem	Racionálisan kell megvitatnunk ezt a kérdést.	rațional; rațiune	Trebuie să discutăm această problemă rațional.	рационален; разум	Трябва да обсъдим този въпрос рационално.	racionalan; razum	O ovom pitanju trebamo raspravljati racionalno.
